,eve,no_eve
1361,0.34,0.5
1362,0.44,0.5
1363,0.37,0.53
1364,0.33,0.47
1365,0.33,0.59
1366,0.34,0.47
1367,0.37,0.39
1368,0.37,0.47
1369,0.42,0.48
1370,0.35,0.48
1371,0.34,0.51
1372,0.3,0.4
1373,0.41,0.54
1374,0.29,0.55
1375,0.39,0.55
1376,0.49,0.59
1377,0.39,0.54
1378,0.34,0.66
1379,0.38,0.5
1380,0.38,0.45
1381,0.37,0.53
1382,0.29,0.52
1383,0.34,0.49
1384,0.38,0.56
1385,0.33,0.46
1386,0.39,0.46
1387,0.35,0.37
1388,0.39,0.49
1389,0.51,0.46
1390,0.44,0.49
1391,0.39,0.5
1392,0.32,0.49
1393,0.34,0.45
1394,0.44,0.47
1395,0.4,0.44
1396,0.33,0.52
1397,0.5,0.48
1398,0.42,0.51
1399,0.4,0.53
1400,0.33,0.54
1401,0.42,0.52
1402,0.44,0.49
1403,0.37,0.5
1404,0.52,0.5
1405,0.29,0.56
1406,0.35,0.47
1407,0.39,0.51
1408,0.32,0.51
1409,0.36,0.49
1410,0.42,0.48
1411,0.36,0.59
1412,0.34,0.43
1413,0.4,0.43
1414,0.39,0.49
1415,0.39,0.56
1416,0.4,0.64
1417,0.4,0.47
1418,0.4,0.41
1419,0.37,0.5
1420,0.28,0.49
1421,0.25,0.45
1422,0.37,0.5
1423,0.4,0.43
1424,0.3,0.55
1425,0.46,0.55
1426,0.37,0.49
1427,0.39,0.48
1428,0.39,0.46
1429,0.26,0.45
1430,0.44,0.53
1431,0.33,0.49
1432,0.31,0.54
1433,0.39,0.55
1434,0.36,0.62
1435,0.41,0.54
1436,0.4,0.52
1437,0.35,0.55
1438,0.44,0.4
1439,0.39,0.48
1440,0.42,0.37
1441,0.4,0.5
1442,0.37,0.5
1443,0.4,0.43
1444,0.35,0.48
1445,0.34,0.53
1446,0.41,0.49
1447,0.45,0.47
1448,0.31,0.52
1449,0.32,0.51
1450,0.39,0.49
1451,0.34,0.49
1452,0.45,0.5
1453,0.39,0.52
1454,0.36,0.6
1455,0.37,0.5
1456,0.31,0.6
1457,0.39,0.56
1458,0.31,0.44
1459,0.39,0.46
1460,0.33,0.48
1461,0.41,0.55
1462,0.31,0.5
1463,0.41,0.35
1464,0.37,0.56
1465,0.45,0.47
1466,0.33,0.49
1467,0.27,0.5
1468,0.38,0.55
1469,0.39,0.51
1470,0.33,0.6
1471,0.33,0.53
1472,0.41,0.47
1473,0.38,0.53
1474,0.36,0.45
1475,0.38,0.45
1476,0.32,0.47
1477,0.33,0.59
1478,0.39,0.47
1479,0.32,0.43
1480,0.28,0.54
1481,0.39,0.54
1482,0.37,0.59
1483,0.41,0.5
1484,0.38,0.42
1485,0.34,0.42
1486,0.38,0.51
1487,0.31,0.48
1488,0.38,0.51
1489,0.39,0.59
1490,0.37,0.53
1491,0.42,0.47
1492,0.41,0.56
1493,0.33,0.51
1494,0.27,0.45
1495,0.38,0.48
1496,0.32,0.53
1497,0.42,0.5
1498,0.43,0.52
1499,0.41,0.39
1500,0.36,0.51
1501,0.35,0.47
1502,0.37,0.44
1503,0.37,0.51
1504,0.33,0.5
1505,0.39,0.51
1506,0.36,0.51
1507,0.38,0.53
1508,0.29,0.54
1509,0.46,0.56
1510,0.34,0.5
1511,0.38,0.49
1512,0.38,0.56
1513,0.46,0.52
1514,0.34,0.45
1515,0.35,0.51
1516,0.37,0.51
1517,0.38,0.59
1518,0.42,0.53
1519,0.37,0.41
1520,0.34,0.46
1521,0.35,0.47
1522,0.43,0.5
1523,0.42,0.43
1524,0.5,0.48
1525,0.35,0.5
1526,0.4,0.52
1527,0.44,0.55
1528,0.35,0.52
1529,0.37,0.58
1530,0.35,0.53
1531,0.41,0.47
1532,0.38,0.5
1533,0.41,0.45
1534,0.35,0.52
1535,0.46,0.52
1536,0.37,0.54
1537,0.43,0.44
1538,0.27,0.49
1539,0.34,0.51
1540,0.45,0.51
1541,0.42,0.54
1542,0.38,0.44
1543,0.34,0.39
1544,0.36,0.53
1545,0.39,0.43
1546,0.42,0.55
1547,0.36,0.46
1548,0.42,0.5
1549,0.34,0.51
1550,0.43,0.5
1551,0.41,0.48
1552,0.34,0.46
1553,0.39,0.53
1554,0.42,0.6
1555,0.39,0.4
1556,0.35,0.45
1557,0.37,0.45
1558,0.38,0.48
1559,0.49,0.47
1560,0.39,0.55
1561,0.37,0.54
1562,0.35,0.45
1563,0.4,0.48
1564,0.39,0.44
1565,0.38,0.53
1566,0.35,0.49
1567,0.34,0.53
1568,0.39,0.5
1569,0.44,0.47
1570,0.34,0.54
1571,0.42,0.52
1572,0.34,0.51
1573,0.37,0.55
1574,0.4,0.39
1575,0.39,0.56
1576,0.46,0.53
1577,0.41,0.59
1578,0.37,0.53
1579,0.34,0.51
1580,0.39,0.47
1581,0.3,0.47
1582,0.29,0.38
1583,0.33,0.52
1584,0.37,0.49
1585,0.37,0.49
1586,0.3,0.54
1587,0.39,0.41
1588,0.36,0.48
1589,0.37,0.42
1590,0.36,0.45
1591,0.39,0.49
1592,0.36,0.41
1593,0.3,0.54
1594,0.31,0.53
1595,0.32,0.47
1596,0.39,0.41
1597,0.31,0.35
1598,0.35,0.48
1599,0.45,0.54
1600,0.4,0.54
1601,0.38,0.52
1602,0.3,0.56
1603,0.37,0.46
1604,0.41,0.5
1605,0.27,0.5
1606,0.4,0.58
1607,0.34,0.49
1608,0.43,0.43
1609,0.37,0.54
1610,0.37,0.54
1611,0.39,0.53
1612,0.33,0.56
1613,0.33,0.53
1614,0.41,0.51
1615,0.49,0.53
1616,0.43,0.46
1617,0.39,0.39
1618,0.42,0.54
1619,0.35,0.51
1620,0.44,0.52
1621,0.39,0.54
1622,0.35,0.53
1623,0.27,0.43
1624,0.38,0.5
1625,0.38,0.56
1626,0.4,0.48
1627,0.29,0.42
1628,0.41,0.57
1629,0.46,0.55
1630,0.43,0.49
1631,0.39,0.57
1632,0.36,0.53
1633,0.41,0.53
1634,0.38,0.54
1635,0.34,0.54
1636,0.42,0.5
1637,0.4,0.52
1638,0.33,0.38
1639,0.34,0.51
1640,0.39,0.48
1641,0.28,0.49
1642,0.43,0.43
1643,0.36,0.47
1644,0.41,0.53
1645,0.38,0.44
1646,0.35,0.5
1647,0.34,0.53
1648,0.36,0.49
1649,0.33,0.45
1650,0.41,0.55
1651,0.26,0.49
1652,0.49,0.54
1653,0.39,0.56
1654,0.38,0.51
1655,0.45,0.53
1656,0.37,0.48
1657,0.39,0.57
1658,0.36,0.42
1659,0.43,0.56
1660,0.35,0.49
1661,0.34,0.48
1662,0.4,0.47
1663,0.38,0.51
1664,0.38,0.48
1665,0.41,0.47
1666,0.39,0.48
1667,0.41,0.53
1668,0.36,0.48
1669,0.37,0.46
1670,0.29,0.52
1671,0.39,0.51
1672,0.34,0.55
1673,0.31,0.47
1674,0.36,0.51
1675,0.4,0.52
1676,0.31,0.41
1677,0.4,0.51
1678,0.35,0.49
1679,0.39,0.6
1680,0.4,0.43
1681,0.39,0.44
1682,0.51,0.47
1683,0.36,0.54
1684,0.43,0.53
1685,0.42,0.55
1686,0.44,0.5
1687,0.38,0.55
1688,0.33,0.48
1689,0.29,0.42
1690,0.3,0.45
1691,0.34,0.56
1692,0.3,0.44
1693,0.4,0.5
1694,0.39,0.48
1695,0.46,0.64
1696,0.39,0.5
1697,0.38,0.52
1698,0.39,0.49
1699,0.32,0.45
1700,0.38,0.44
1701,0.36,0.55
1702,0.37,0.45
1703,0.38,0.53
1704,0.42,0.47
1705,0.32,0.52
1706,0.34,0.49
1707,0.36,0.42
1708,0.42,0.58
1709,0.41,0.44
1710,0.4,0.6
1711,0.36,0.47
1712,0.43,0.4
1713,0.35,0.52
1714,0.39,0.56
1715,0.43,0.52
1716,0.39,0.49
1717,0.35,0.51
1718,0.46,0.54
1719,0.37,0.44
1720,0.4,0.51
1721,0.37,0.45
1722,0.41,0.52
1723,0.39,0.4
1724,0.44,0.51
1725,0.35,0.57
1726,0.46,0.52
1727,0.39,0.45
1728,0.49,0.51
1729,0.41,0.5
1730,0.35,0.58
1731,0.44,0.45
1732,0.41,0.42
1733,0.41,0.45
1734,0.42,0.51
1735,0.47,0.48
1736,0.39,0.43
1737,0.4,0.53
1738,0.29,0.55
1739,0.39,0.51
1740,0.42,0.55
1741,0.31,0.45
1742,0.39,0.53
1743,0.34,0.56
1744,0.35,0.49
1745,0.31,0.56
1746,0.34,0.46
1747,0.41,0.64
1748,0.4,0.57
1749,0.39,0.47
1750,0.35,0.54
1751,0.24,0.55
1752,0.37,0.44
1753,0.37,0.5
1754,0.4,0.49
1755,0.36,0.45
1756,0.34,0.42
1757,0.29,0.54
1758,0.46,0.51
1759,0.35,0.42
1760,0.29,0.56
1761,0.4,0.54
1762,0.43,0.48
1763,0.36,0.52
1764,0.35,0.49
1765,0.37,0.57
1766,0.46,0.46
1767,0.4,0.49
1768,0.39,0.56
1769,0.36,0.47
1770,0.34,0.47
1771,0.43,0.52
1772,0.36,0.56
1773,0.27,0.47
1774,0.41,0.49
1775,0.26,0.44
1776,0.45,0.45
1777,0.33,0.61
1778,0.4,0.43
1779,0.38,0.48
1780,0.46,0.55
1781,0.35,0.5
1782,0.34,0.56
1783,0.41,0.5
1784,0.33,0.46
1785,0.37,0.54
1786,0.42,0.43
1787,0.33,0.49
1788,0.36,0.5
1789,0.35,0.56
1790,0.48,0.47
1791,0.4,0.33
1792,0.41,0.47
1793,0.42,0.47
1794,0.35,0.5
1795,0.41,0.5
1796,0.36,0.44
1797,0.45,0.45
1798,0.41,0.46
1799,0.41,0.56
1800,0.33,0.49
1801,0.33,0.47
1802,0.5,0.51
1803,0.44,0.51
1804,0.33,0.49
1805,0.43,0.51
1806,0.4,0.57
1807,0.37,0.47
1808,0.35,0.58
1809,0.35,0.6
1810,0.44,0.55
1811,0.36,0.51
1812,0.38,0.43
1813,0.4,0.46
1814,0.31,0.58
1815,0.37,0.51
1816,0.31,0.6
1817,0.35,0.39
1818,0.41,0.48
1819,0.35,0.49
1820,0.36,0.45
1821,0.38,0.48
1822,0.43,0.57
1823,0.55,0.52
1824,0.38,0.42
1825,0.43,0.45
1826,0.41,0.56
1827,0.47,0.6
1828,0.41,0.58
1829,0.33,0.46
1830,0.31,0.51
1831,0.26,0.48
1832,0.39,0.44
1833,0.33,0.42
1834,0.37,0.48
1835,0.42,0.5
1836,0.35,0.43
1837,0.46,0.52
1838,0.32,0.52
1839,0.38,0.48
1840,0.32,0.48
1841,0.4,0.55
1842,0.39,0.46
1843,0.34,0.43
1844,0.41,0.51
1845,0.38,0.5
1846,0.39,0.54
1847,0.35,0.43
1848,0.35,0.48
1849,0.36,0.56
1850,0.29,0.42
1851,0.39,0.53
1852,0.46,0.51
1853,0.35,0.51
1854,0.48,0.48
1855,0.33,0.52
1856,0.44,0.47
1857,0.31,0.56
1858,0.52,0.43
1859,0.4,0.43
1860,0.48,0.5
1861,0.41,0.51
1862,0.4,0.51
1863,0.34,0.45
1864,0.4,0.46
1865,0.37,0.48
1866,0.4,0.53
1867,0.44,0.43
1868,0.37,0.48
1869,0.38,0.56
1870,0.33,0.5
1871,0.3,0.48
1872,0.34,0.48
1873,0.37,0.46
1874,0.32,0.5
1875,0.37,0.39
1876,0.34,0.56
1877,0.42,0.49
1878,0.34,0.51
1879,0.31,0.41
1880,0.4,0.49
1881,0.4,0.52
1882,0.37,0.56
1883,0.36,0.44
1884,0.35,0.52
1885,0.41,0.55
1886,0.25,0.59
1887,0.32,0.46
1888,0.43,0.55
1889,0.42,0.4
1890,0.33,0.46
1891,0.38,0.41
1892,0.37,0.43
1893,0.36,0.43
1894,0.4,0.53
1895,0.35,0.58
1896,0.45,0.38
1897,0.41,0.51
1898,0.48,0.6
1899,0.46,0.45
1900,0.36,0.49
1901,0.32,0.58
1902,0.34,0.46
1903,0.46,0.47
1904,0.28,0.5
1905,0.33,0.48
1906,0.36,0.52
1907,0.37,0.41
1908,0.46,0.52
1909,0.4,0.5
1910,0.46,0.4
1911,0.31,0.45
1912,0.37,0.42
1913,0.42,0.54
1914,0.36,0.51
1915,0.41,0.41
1916,0.4,0.53
1917,0.42,0.48
1918,0.43,0.41
1919,0.39,0.52
1920,0.41,0.59
1921,0.35,0.42
1922,0.46,0.54
1923,0.39,0.47
1924,0.32,0.48
1925,0.3,0.51
1926,0.28,0.51
1927,0.33,0.55
1928,0.36,0.43
1929,0.41,0.5
1930,0.38,0.62
1931,0.36,0.53
1932,0.34,0.47
1933,0.37,0.54
1934,0.37,0.44
1935,0.42,0.51
1936,0.41,0.54
1937,0.38,0.47
1938,0.38,0.55
1939,0.41,0.48
1940,0.3,0.57
1941,0.44,0.51
1942,0.32,0.45
1943,0.38,0.54
1944,0.41,0.5
1945,0.38,0.49
1946,0.4,0.45
1947,0.38,0.48
1948,0.4,0.55
1949,0.41,0.46
1950,0.44,0.54
1951,0.41,0.55
1952,0.39,0.51
1953,0.33,0.53
1954,0.36,0.46
1955,0.39,0.58
1956,0.44,0.54
1957,0.43,0.53
1958,0.25,0.54
1959,0.47,0.45
1960,0.36,0.47
1961,0.39,0.63
1962,0.47,0.45
1963,0.45,0.48
1964,0.44,0.48
1965,0.35,0.53
1966,0.4,0.52
1967,0.33,0.52
1968,0.31,0.45
1969,0.41,0.52
1970,0.26,0.53
1971,0.28,0.56
1972,0.43,0.44
1973,0.41,0.48
1974,0.39,0.42
1975,0.44,0.53
1976,0.31,0.53
1977,0.41,0.48
1978,0.38,0.48
1979,0.34,0.5
1980,0.34,0.51
1981,0.38,0.46
1982,0.4,0.41
1983,0.41,0.45
1984,0.39,0.52
1985,0.43,0.51
1986,0.35,0.48
1987,0.45,0.49
1988,0.39,0.56
1989,0.32,0.55
1990,0.43,0.5
1991,0.38,0.45
1992,0.33,0.48
1993,0.38,0.41
1994,0.48,0.52
1995,0.35,0.38
1996,0.42,0.54
1997,0.34,0.52
1998,0.35,0.51
1999,0.29,0.47
2000,0.38,0.46
2001,0.34,0.43
2002,0.35,0.51
2003,0.31,0.49
2004,0.33,0.46
2005,0.36,0.54
2006,0.44,0.56
2007,0.45,0.49
2008,0.39,0.58
2009,0.41,0.54
2010,0.41,0.51
2011,0.32,0.52
2012,0.38,0.58
2013,0.38,0.4
2014,0.38,0.41
2015,0.41,0.51
2016,0.31,0.55
2017,0.37,0.5
2018,0.36,0.52
2019,0.46,0.46
2020,0.32,0.48
2021,0.39,0.46
2022,0.33,0.51
2023,0.35,0.57
2024,0.33,0.56
2025,0.32,0.52
2026,0.33,0.55
2027,0.36,0.48
2028,0.38,0.47
2029,0.38,0.45
2030,0.41,0.44
2031,0.4,0.44
2032,0.38,0.54
2033,0.32,0.53
2034,0.36,0.57
2035,0.28,0.5
2036,0.42,0.41
2037,0.38,0.54
2038,0.42,0.49
2039,0.39,0.49
2040,0.36,0.5
2041,0.41,0.47
2042,0.35,0.37
2043,0.41,0.45
2044,0.46,0.56
2045,0.36,0.54
2046,0.33,0.57
2047,0.38,0.45
2048,0.34,0.55
2049,0.44,0.43
2050,0.35,0.51
2051,0.36,0.45
2052,0.38,0.58
2053,0.33,0.35
2054,0.41,0.53
2055,0.31,0.48
2056,0.45,0.51
2057,0.37,0.52
2058,0.36,0.49
2059,0.34,0.47
2060,0.36,0.53
2061,0.46,0.5
2062,0.29,0.52
2063,0.39,0.45
2064,0.51,0.56
2065,0.37,0.5
2066,0.39,0.51
2067,0.35,0.48
2068,0.37,0.46
2069,0.37,0.46
2070,0.33,0.43
2071,0.38,0.58
2072,0.36,0.48
2073,0.31,0.44
2074,0.29,0.41
2075,0.33,0.4
2076,0.38,0.5
2077,0.37,0.45
2078,0.37,0.44
2079,0.36,0.56
2080,0.29,0.5
2081,0.34,0.48
2082,0.34,0.41
2083,0.37,0.53
2084,0.39,0.59
2085,0.35,0.53
2086,0.3,0.58
2087,0.37,0.51
2088,0.34,0.61
2089,0.31,0.57
2090,0.43,0.57
2091,0.32,0.44
2092,0.36,0.44
2093,0.26,0.55
2094,0.32,0.56
2095,0.31,0.47
2096,0.42,0.34
2097,0.38,0.44
2098,0.37,0.51
2099,0.32,0.41
2100,0.36,0.52
2101,0.32,0.52
2102,0.37,0.45
2103,0.4,0.41
2104,0.37,0.47
2105,0.31,0.55
2106,0.37,0.5
2107,0.42,0.47
2108,0.39,0.53
2109,0.36,0.49
2110,0.49,0.61
2111,0.54,0.61
2112,0.44,0.5
2113,0.39,0.41
2114,0.41,0.55
2115,0.38,0.49
2116,0.45,0.49
2117,0.37,0.44
2118,0.37,0.5
2119,0.29,0.53
2120,0.36,0.46
2121,0.29,0.51
2122,0.37,0.52
2123,0.36,0.53
2124,0.35,0.46
2125,0.36,0.49
2126,0.38,0.45
2127,0.41,0.42
2128,0.4,0.46
2129,0.36,0.63
2130,0.43,0.48
2131,0.33,0.43
2132,0.37,0.6
2133,0.37,0.53
2134,0.34,0.51
2135,0.41,0.56
2136,0.43,0.37
2137,0.4,0.51
2138,0.46,0.53
2139,0.29,0.47
2140,0.5,0.46
2141,0.33,0.57
2142,0.34,0.54
2143,0.46,0.57
2144,0.28,0.55
2145,0.38,0.49
2146,0.35,0.52
2147,0.34,0.43
2148,0.39,0.49
2149,0.31,0.55
2150,0.36,0.5
2151,0.42,0.42
2152,0.29,0.53
2153,0.31,0.5
2154,0.35,0.55
2155,0.38,0.56
2156,0.4,0.5
2157,0.26,0.52
2158,0.37,0.51
2159,0.32,0.42
2160,0.38,0.61
2161,0.46,0.54
2162,0.36,0.49
2163,0.33,0.5
2164,0.37,0.5
2165,0.36,0.5
2166,0.34,0.51
2167,0.4,0.53
2168,0.35,0.49
2169,0.44,0.53
2170,0.38,0.48
2171,0.31,0.43
2172,0.33,0.4
2173,0.47,0.53
2174,0.42,0.63
2175,0.39,0.52
2176,0.29,0.52
2177,0.38,0.51
2178,0.34,0.43
2179,0.36,0.48
2180,0.39,0.53
2181,0.36,0.48
2182,0.37,0.49
2183,0.38,0.58
2184,0.42,0.57
2185,0.43,0.54
2186,0.3,0.62
2187,0.43,0.54
2188,0.36,0.5
2189,0.45,0.49
2190,0.47,0.52
2191,0.4,0.48
2192,0.37,0.51
2193,0.27,0.48
2194,0.26,0.47
2195,0.29,0.47
2196,0.39,0.43
2197,0.36,0.46
2198,0.41,0.43
2199,0.41,0.47
2200,0.33,0.49
2201,0.34,0.43
2202,0.37,0.55
2203,0.41,0.46
2204,0.38,0.59
2205,0.37,0.54
2206,0.34,0.53
2207,0.35,0.48
2208,0.38,0.55
2209,0.37,0.42
2210,0.33,0.42
2211,0.31,0.51
2212,0.35,0.52
2213,0.36,0.54
2214,0.35,0.45
2215,0.39,0.48
2216,0.37,0.49
2217,0.36,0.55
2218,0.38,0.51
2219,0.45,0.55
2220,0.33,0.56
2221,0.34,0.5
2222,0.3,0.58
2223,0.34,0.52
2224,0.38,0.46
2225,0.4,0.51
2226,0.42,0.47
2227,0.34,0.49
2228,0.42,0.48
2229,0.4,0.43
2230,0.42,0.39
2231,0.44,0.5
2232,0.38,0.46
2233,0.41,0.45
2234,0.39,0.48
2235,0.38,0.38
2236,0.41,0.54
2237,0.39,0.43
2238,0.35,0.38
2239,0.37,0.46
2240,0.41,0.39
2241,0.4,0.47
2242,0.35,0.61
2243,0.37,0.49
2244,0.39,0.49
2245,0.39,0.57
2246,0.35,0.48
2247,0.44,0.62
2248,0.41,0.52
2249,0.35,0.52
2250,0.34,0.45
2251,0.39,0.5
2252,0.42,0.49
2253,0.36,0.57
2254,0.32,0.51
2255,0.39,0.47
2256,0.29,0.48
2257,0.45,0.46
2258,0.35,0.53
2259,0.34,0.57
2260,0.34,0.54
2261,0.46,0.51
2262,0.39,0.47
2263,0.47,0.52
2264,0.34,0.46
2265,0.35,0.45
2266,0.33,0.45
2267,0.37,0.57
2268,0.34,0.54
2269,0.34,0.48
2270,0.35,0.55
2271,0.45,0.47
2272,0.34,0.55
2273,0.38,0.51
2274,0.35,0.4
2275,0.4,0.49
2276,0.25,0.49
2277,0.39,0.48
2278,0.4,0.48
2279,0.38,0.54
2280,0.46,0.4
2281,0.33,0.53
2282,0.29,0.5
2283,0.34,0.58
2284,0.41,0.52
2285,0.22,0.48
2286,0.46,0.47
2287,0.42,0.53
2288,0.44,0.47
2289,0.43,0.52
2290,0.4,0.51
2291,0.39,0.57
2292,0.34,0.44
2293,0.33,0.5
2294,0.45,0.49
2295,0.35,0.47
2296,0.35,0.52
2297,0.47,0.5
2298,0.35,0.5
2299,0.32,0.53
2300,0.43,0.51
2301,0.32,0.45
2302,0.34,0.55
2303,0.47,0.44
2304,0.34,0.55
2305,0.34,0.49
2306,0.42,0.45
2307,0.42,0.49
2308,0.41,0.48
2309,0.33,0.43
2310,0.29,0.49
2311,0.44,0.44
2312,0.31,0.49
2313,0.35,0.57
2314,0.33,0.5
2315,0.32,0.44
2316,0.34,0.55
2317,0.38,0.54
2318,0.43,0.49
2319,0.33,0.47
2320,0.33,0.54
2321,0.42,0.45
2322,0.42,0.47
2323,0.49,0.54
2324,0.36,0.5
2325,0.32,0.5
2326,0.34,0.61
2327,0.38,0.52
2328,0.42,0.58
2329,0.4,0.44
2330,0.39,0.42
2331,0.35,0.52
2332,0.33,0.54
2333,0.39,0.55
2334,0.43,0.45
2335,0.4,0.48
2336,0.35,0.39
2337,0.38,0.55
2338,0.34,0.55
2339,0.33,0.5
2340,0.38,0.58
2341,0.43,0.49
2342,0.38,0.49
2343,0.36,0.48
2344,0.39,0.56
2345,0.4,0.48
2346,0.36,0.56
2347,0.31,0.46
2348,0.43,0.56
2349,0.4,0.44
2350,0.38,0.52
2351,0.35,0.47
2352,0.31,0.48
2353,0.37,0.51
2354,0.29,0.55
2355,0.36,0.46
2356,0.38,0.45
2357,0.3,0.52
2358,0.43,0.47
2359,0.41,0.45
2360,0.4,0.58
2361,0.42,0.49
2362,0.44,0.39
2363,0.38,0.51
2364,0.42,0.59
2365,0.45,0.53
2366,0.37,0.53
2367,0.43,0.56
2368,0.41,0.55
2369,0.39,0.45
2370,0.38,0.47
2371,0.34,0.6
2372,0.38,0.62
2373,0.41,0.41
2374,0.36,0.45
2375,0.39,0.54
2376,0.41,0.57
2377,0.35,0.54
2378,0.32,0.55
2379,0.41,0.44
2380,0.4,0.55
2381,0.35,0.61
2382,0.39,0.59
2383,0.44,0.53
2384,0.39,0.52
2385,0.35,0.51
2386,0.34,0.5
2387,0.43,0.45
2388,0.29,0.45
2389,0.37,0.49
2390,0.4,0.49
2391,0.4,0.56
2392,0.39,0.51
2393,0.32,0.55
2394,0.29,0.48
2395,0.38,0.52
2396,0.41,0.44
2397,0.32,0.55
2398,0.4,0.49
2399,0.36,0.49
2400,0.39,0.53
2401,0.32,0.59
2402,0.4,0.56
2403,0.33,0.5
2404,0.43,0.41
2405,0.38,0.5
2406,0.48,0.47
2407,0.4,0.51
2408,0.34,0.45
2409,0.36,0.44
2410,0.33,0.45
2411,0.33,0.63
2412,0.35,0.49
2413,0.34,0.47
2414,0.44,0.53
2415,0.31,0.52
2416,0.38,0.41
2417,0.37,0.44
2418,0.28,0.47
2419,0.36,0.48
2420,0.37,0.54
2421,0.36,0.48
2422,0.35,0.46
2423,0.42,0.45
2424,0.42,0.47
2425,0.39,0.55
2426,0.43,0.54
2427,0.41,0.5
2428,0.33,0.49
2429,0.42,0.52
2430,0.33,0.51
2431,0.38,0.47
2432,0.43,0.45
2433,0.42,0.49
2434,0.37,0.48
2435,0.37,0.52
2436,0.37,0.51
2437,0.37,0.52
2438,0.4,0.42
2439,0.42,0.43
2440,0.38,0.44
2441,0.28,0.52
2442,0.32,0.61
2443,0.36,0.5
2444,0.42,0.54
2445,0.44,0.47
2446,0.32,0.42
2447,0.33,0.54
2448,0.38,0.53
2449,0.45,0.53
2450,0.42,0.42
2451,0.38,0.49
2452,0.41,0.56
2453,0.43,0.48
2454,0.42,0.61
2455,0.33,0.53
2456,0.3,0.46
2457,0.41,0.43
2458,0.4,0.52
2459,0.3,0.5
2460,0.44,0.5
2461,0.37,0.53
2462,0.42,0.58
2463,0.32,0.51
2464,0.29,0.58
2465,0.33,0.43
2466,0.39,0.43
2467,0.38,0.39
2468,0.42,0.49
2469,0.3,0.55
2470,0.44,0.5
2471,0.4,0.49
2472,0.45,0.47
2473,0.4,0.47
2474,0.36,0.46
2475,0.43,0.5
2476,0.31,0.51
2477,0.36,0.56
2478,0.37,0.43
2479,0.32,0.51
2480,0.35,0.49
2481,0.38,0.57
2482,0.31,0.44
2483,0.37,0.41
2484,0.39,0.48
2485,0.37,0.55
2486,0.39,0.51
2487,0.32,0.52
2488,0.4,0.49
2489,0.35,0.57
2490,0.36,0.44
2491,0.32,0.52
2492,0.32,0.56
2493,0.39,0.53
2494,0.4,0.49
2495,0.34,0.51
2496,0.43,0.52
2497,0.43,0.47
2498,0.43,0.48
2499,0.36,0.52
2500,0.39,0.41
2501,0.24,0.5
2502,0.28,0.44
2503,0.36,0.54
2504,0.42,0.49
2505,0.36,0.46
2506,0.39,0.58
2507,0.39,0.51
2508,0.38,0.47
2509,0.38,0.56
2510,0.38,0.47
2511,0.36,0.47
2512,0.35,0.52
2513,0.34,0.46
2514,0.38,0.43
2515,0.38,0.45
2516,0.35,0.52
2517,0.39,0.48
2518,0.31,0.48
2519,0.37,0.44
2520,0.42,0.47
2521,0.52,0.44
2522,0.41,0.48
2523,0.39,0.52
2524,0.41,0.47
2525,0.3,0.46
2526,0.43,0.51
2527,0.45,0.5
2528,0.42,0.52
2529,0.42,0.48
2530,0.38,0.53
2531,0.32,0.54
2532,0.39,0.4
2533,0.4,0.54
2534,0.36,0.5
2535,0.41,0.54
2536,0.44,0.52
2537,0.31,0.54
2538,0.28,0.41
2539,0.45,0.46
2540,0.4,0.46
2541,0.37,0.49
2542,0.38,0.56
2543,0.39,0.49
2544,0.41,0.55
2545,0.25,0.51
2546,0.41,0.47
2547,0.32,0.51
2548,0.48,0.52
2549,0.34,0.55
2550,0.39,0.44
2551,0.3,0.48
2552,0.43,0.54
2553,0.36,0.42
2554,0.37,0.52
2555,0.35,0.38
2556,0.26,0.57
2557,0.42,0.51
2558,0.42,0.51
2559,0.37,0.47
2560,0.35,0.44
2561,0.36,0.48
2562,0.32,0.48
2563,0.43,0.5
2564,0.36,0.39
2565,0.4,0.47
2566,0.45,0.47
2567,0.39,0.48
2568,0.38,0.48
2569,0.37,0.46
2570,0.37,0.52
2571,0.41,0.52
2572,0.26,0.49
2573,0.37,0.59
2574,0.38,0.53
2575,0.46,0.54
2576,0.36,0.46
2577,0.37,0.52
2578,0.41,0.44
2579,0.43,0.45
2580,0.33,0.48
2581,0.46,0.53
2582,0.35,0.49
2583,0.3,0.53
2584,0.43,0.49
2585,0.37,0.51
2586,0.38,0.52
2587,0.34,0.6
2588,0.35,0.48
2589,0.37,0.53
2590,0.45,0.48
2591,0.39,0.5
2592,0.36,0.52
2593,0.37,0.5
2594,0.37,0.48
2595,0.28,0.51
2596,0.4,0.47
2597,0.42,0.55
2598,0.35,0.54
2599,0.38,0.56
2600,0.42,0.53
2601,0.37,0.51
2602,0.37,0.57
2603,0.37,0.53
2604,0.38,0.45
2605,0.51,0.48
2606,0.33,0.52
2607,0.41,0.5
2608,0.33,0.49
2609,0.34,0.49
2610,0.36,0.49
2611,0.35,0.54
2612,0.38,0.54
2613,0.29,0.57
2614,0.41,0.55
2615,0.37,0.5
2616,0.38,0.52
2617,0.35,0.54
2618,0.34,0.43
2619,0.51,0.44
2620,0.36,0.51
2621,0.35,0.53
2622,0.37,0.53
2623,0.4,0.48
2624,0.44,0.5
2625,0.42,0.44
2626,0.46,0.53
2627,0.35,0.47
2628,0.41,0.38
2629,0.29,0.47
2630,0.44,0.44
2631,0.39,0.46
