,eve,no_eve
560,0.3,0.53
561,0.32,0.44
562,0.45,0.53
563,0.34,0.49
564,0.41,0.56
565,0.31,0.41
566,0.4,0.54
567,0.43,0.48
568,0.38,0.58
569,0.37,0.54
570,0.33,0.54
571,0.36,0.57
572,0.39,0.46
573,0.29,0.47
574,0.34,0.55
575,0.35,0.45
576,0.36,0.51
577,0.25,0.52
578,0.35,0.51
579,0.37,0.51
580,0.38,0.5
581,0.33,0.52
582,0.32,0.58
583,0.39,0.39
584,0.28,0.49
585,0.31,0.46
586,0.34,0.54
587,0.43,0.57
588,0.45,0.46
589,0.36,0.48
590,0.41,0.53
591,0.41,0.47
592,0.31,0.48
593,0.27,0.5
594,0.52,0.52
595,0.26,0.52
596,0.36,0.49
597,0.44,0.55
598,0.35,0.53
599,0.4,0.58
600,0.37,0.57
601,0.35,0.49
602,0.43,0.54
603,0.34,0.57
604,0.35,0.47
605,0.42,0.48
606,0.41,0.44
607,0.4,0.43
608,0.36,0.42
609,0.32,0.47
610,0.35,0.48
611,0.37,0.53
612,0.47,0.52
613,0.42,0.48
614,0.37,0.43
615,0.38,0.49
616,0.41,0.45
617,0.39,0.51
618,0.35,0.56
619,0.32,0.43
620,0.29,0.53
621,0.35,0.51
622,0.31,0.55
623,0.39,0.65
624,0.31,0.5
625,0.43,0.49
626,0.35,0.46
627,0.39,0.61
628,0.41,0.58
629,0.36,0.44
630,0.3,0.43
631,0.36,0.46
632,0.42,0.42
633,0.43,0.55
634,0.33,0.52
635,0.41,0.48
636,0.38,0.48
637,0.42,0.44
638,0.42,0.47
639,0.36,0.51
640,0.36,0.58
641,0.33,0.52
642,0.29,0.47
643,0.37,0.51
644,0.41,0.56
645,0.39,0.47
646,0.29,0.53
647,0.38,0.56
648,0.45,0.44
649,0.26,0.59
650,0.37,0.42
651,0.33,0.41
652,0.29,0.48
653,0.39,0.62
654,0.41,0.46
655,0.38,0.54
656,0.48,0.51
657,0.31,0.55
658,0.36,0.58
659,0.27,0.57
660,0.35,0.47
661,0.44,0.52
662,0.36,0.54
663,0.41,0.43
664,0.36,0.53
665,0.37,0.44
666,0.4,0.5
667,0.34,0.49
668,0.42,0.55
669,0.29,0.5
670,0.36,0.53
671,0.44,0.41
672,0.44,0.46
673,0.44,0.46
674,0.34,0.55
675,0.41,0.44
676,0.34,0.55
677,0.33,0.53
678,0.32,0.44
679,0.36,0.45
680,0.36,0.45
681,0.32,0.55
682,0.4,0.43
683,0.41,0.52
684,0.35,0.47
685,0.31,0.47
686,0.45,0.49
687,0.43,0.4
688,0.32,0.46
689,0.41,0.5
690,0.38,0.46
691,0.44,0.56
692,0.41,0.52
693,0.36,0.46
694,0.39,0.54
695,0.33,0.49
696,0.37,0.47
697,0.37,0.44
698,0.43,0.46
699,0.33,0.5
700,0.41,0.51
701,0.32,0.53
702,0.24,0.52
703,0.37,0.46
704,0.32,0.44
705,0.43,0.46
706,0.32,0.52
707,0.29,0.48
708,0.39,0.62
709,0.41,0.53
710,0.37,0.44
711,0.39,0.53
712,0.43,0.47
713,0.35,0.51
714,0.29,0.5
715,0.42,0.48
716,0.43,0.53
717,0.36,0.52
718,0.39,0.51
719,0.37,0.57
720,0.42,0.52
721,0.36,0.47
722,0.33,0.45
723,0.38,0.54
724,0.42,0.53
725,0.33,0.55
726,0.37,0.48
727,0.42,0.48
728,0.46,0.53
729,0.45,0.45
730,0.36,0.46
731,0.38,0.5
732,0.35,0.54
733,0.37,0.5
734,0.39,0.41
735,0.34,0.47
736,0.35,0.49
737,0.36,0.46
738,0.33,0.48
739,0.41,0.47
740,0.41,0.49
741,0.36,0.55
742,0.36,0.48
743,0.39,0.57
744,0.45,0.53
745,0.37,0.48
746,0.3,0.46
747,0.4,0.49
748,0.45,0.53
749,0.32,0.45
750,0.36,0.52
751,0.38,0.52
752,0.38,0.51
753,0.34,0.43
754,0.32,0.49
755,0.35,0.53
756,0.28,0.51
757,0.42,0.49
758,0.34,0.46
759,0.36,0.45
760,0.35,0.48
761,0.37,0.46
762,0.42,0.48
763,0.43,0.54
764,0.38,0.42
765,0.35,0.44
766,0.35,0.48
767,0.35,0.53
768,0.3,0.47
769,0.42,0.5
770,0.33,0.49
771,0.37,0.49
772,0.39,0.57
773,0.37,0.48
774,0.44,0.47
775,0.34,0.54
776,0.4,0.44
777,0.47,0.6
778,0.39,0.53
779,0.46,0.48
780,0.35,0.53
781,0.37,0.48
782,0.34,0.63
783,0.41,0.47
784,0.34,0.49
785,0.37,0.53
786,0.33,0.51
787,0.36,0.55
788,0.46,0.52
789,0.29,0.46
790,0.31,0.56
791,0.39,0.44
792,0.34,0.49
793,0.52,0.43
794,0.45,0.57
795,0.35,0.52
796,0.38,0.48
797,0.34,0.56
798,0.43,0.47
799,0.32,0.52
800,0.41,0.49
801,0.37,0.4
802,0.32,0.54
803,0.34,0.54
804,0.43,0.5
805,0.38,0.6
806,0.35,0.55
807,0.37,0.48
808,0.35,0.57
809,0.38,0.51
810,0.38,0.5
811,0.3,0.46
812,0.43,0.47
813,0.38,0.48
814,0.33,0.54
815,0.34,0.51
816,0.36,0.58
817,0.39,0.57
818,0.4,0.44
819,0.46,0.52
820,0.27,0.49
821,0.43,0.48
822,0.38,0.45
823,0.36,0.42
824,0.42,0.48
825,0.36,0.44
826,0.38,0.46
827,0.41,0.59
828,0.35,0.48
829,0.43,0.46
830,0.29,0.47
831,0.38,0.45
832,0.37,0.42
833,0.44,0.4
834,0.35,0.51
835,0.38,0.53
836,0.43,0.48
837,0.36,0.52
838,0.3,0.47
839,0.35,0.55
840,0.47,0.54
841,0.24,0.64
842,0.32,0.59
843,0.33,0.51
844,0.36,0.55
845,0.33,0.52
846,0.41,0.46
847,0.35,0.51
848,0.37,0.54
849,0.4,0.43
850,0.44,0.52
851,0.41,0.39
852,0.44,0.45
853,0.45,0.54
854,0.43,0.55
855,0.41,0.53
856,0.4,0.51
857,0.36,0.43
858,0.35,0.56
859,0.28,0.52
860,0.34,0.45
861,0.37,0.57
862,0.38,0.41
863,0.34,0.44
864,0.35,0.47
865,0.4,0.51
866,0.35,0.45
867,0.33,0.5
868,0.34,0.51
869,0.4,0.39
870,0.43,0.54
871,0.41,0.55
872,0.34,0.49
873,0.38,0.48
874,0.39,0.5
875,0.34,0.45
876,0.39,0.5
877,0.39,0.53
878,0.42,0.54
879,0.38,0.53
880,0.42,0.61
881,0.4,0.41
882,0.38,0.45
883,0.3,0.45
884,0.43,0.49
885,0.37,0.47
886,0.4,0.56
887,0.35,0.48
888,0.31,0.45
889,0.36,0.48
890,0.32,0.54
891,0.43,0.52
892,0.39,0.5
893,0.41,0.47
894,0.29,0.53
895,0.33,0.48
896,0.41,0.45
897,0.42,0.42
898,0.32,0.45
899,0.34,0.52
900,0.39,0.54
901,0.43,0.51
902,0.34,0.61
903,0.41,0.53
904,0.4,0.44
905,0.43,0.45
906,0.37,0.39
907,0.33,0.43
908,0.38,0.5
909,0.34,0.49
910,0.33,0.45
911,0.37,0.43
912,0.42,0.45
913,0.44,0.45
914,0.22,0.49
915,0.33,0.49
916,0.37,0.51
917,0.37,0.45
918,0.34,0.47
919,0.29,0.52
920,0.39,0.48
921,0.48,0.4
922,0.41,0.48
923,0.39,0.55
924,0.44,0.42
925,0.29,0.56
926,0.35,0.49
927,0.32,0.54
928,0.46,0.48
929,0.33,0.45
930,0.35,0.37
931,0.35,0.54
932,0.34,0.6
933,0.37,0.51
934,0.32,0.44
935,0.41,0.45
936,0.43,0.53
937,0.41,0.5
938,0.37,0.57
939,0.39,0.52
940,0.35,0.46
941,0.4,0.52
942,0.31,0.49
943,0.33,0.58
944,0.41,0.53
945,0.44,0.54
946,0.32,0.53
947,0.41,0.48
948,0.37,0.35
949,0.35,0.53
950,0.41,0.61
951,0.43,0.47
952,0.35,0.55
953,0.4,0.48
954,0.47,0.44
955,0.33,0.54
956,0.36,0.46
957,0.39,0.42
958,0.45,0.58
959,0.39,0.4
960,0.33,0.5
961,0.44,0.48
962,0.39,0.6
963,0.35,0.56
964,0.41,0.49
965,0.41,0.44
966,0.45,0.5
967,0.4,0.52
968,0.32,0.57
969,0.35,0.35
970,0.38,0.46
971,0.29,0.59
972,0.34,0.5
973,0.41,0.47
974,0.32,0.54
975,0.33,0.52
976,0.37,0.5
977,0.41,0.5
978,0.42,0.54
979,0.38,0.47
980,0.39,0.57
981,0.38,0.59
982,0.4,0.4
983,0.35,0.5
984,0.34,0.53
985,0.46,0.53
986,0.33,0.5
987,0.38,0.44
988,0.36,0.54
989,0.3,0.43
990,0.4,0.54
991,0.42,0.49
992,0.34,0.39
993,0.28,0.5
994,0.39,0.5
995,0.39,0.5
996,0.47,0.46
997,0.39,0.43
998,0.36,0.44
999,0.32,0.48
1000,0.35,0.51
1001,0.33,0.55
1002,0.38,0.51
1003,0.34,0.42
1004,0.31,0.51
1005,0.39,0.54
1006,0.39,0.52
1007,0.42,0.53
1008,0.35,0.52
1009,0.39,0.49
1010,0.35,0.47
1011,0.37,0.55
1012,0.38,0.4
1013,0.36,0.52
1014,0.35,0.48
1015,0.37,0.44
1016,0.35,0.59
1017,0.41,0.5
1018,0.37,0.48
1019,0.4,0.43
1020,0.35,0.42
1021,0.33,0.47
1022,0.39,0.51
1023,0.4,0.49
1024,0.38,0.57
1025,0.39,0.42
1026,0.45,0.55
1027,0.37,0.46
1028,0.31,0.52
1029,0.39,0.53
1030,0.38,0.52
1031,0.37,0.49
1032,0.41,0.52
1033,0.26,0.51
1034,0.29,0.46
1035,0.36,0.46
1036,0.35,0.51
1037,0.42,0.6
1038,0.44,0.37
1039,0.36,0.44
1040,0.45,0.57
1041,0.42,0.46
1042,0.38,0.49
1043,0.33,0.51
1044,0.41,0.57
1045,0.43,0.51
1046,0.27,0.51
1047,0.41,0.57
1048,0.37,0.54
1049,0.34,0.52
1050,0.34,0.48
1051,0.45,0.48
1052,0.39,0.55
1053,0.41,0.49
1054,0.35,0.42
1055,0.49,0.51
1056,0.41,0.49
1057,0.43,0.41
1058,0.4,0.39
1059,0.44,0.48
1060,0.4,0.48
1061,0.49,0.49
1062,0.4,0.47
1063,0.45,0.42
1064,0.43,0.44
1065,0.45,0.52
1066,0.35,0.45
1067,0.38,0.49
1068,0.46,0.46
1069,0.4,0.47
1070,0.31,0.54
1071,0.3,0.56
1072,0.39,0.51
1073,0.33,0.55
1074,0.39,0.57
1075,0.33,0.38
1076,0.32,0.57
1077,0.37,0.43
1078,0.39,0.51
1079,0.51,0.51
1080,0.3,0.56
1081,0.46,0.53
1082,0.41,0.56
1083,0.39,0.51
1084,0.37,0.46
1085,0.33,0.43
1086,0.31,0.49
1087,0.35,0.55
1088,0.36,0.49
1089,0.37,0.55
1090,0.42,0.52
1091,0.44,0.49
1092,0.4,0.49
1093,0.34,0.54
1094,0.36,0.55
1095,0.38,0.57
1096,0.4,0.49
1097,0.33,0.48
1098,0.28,0.6
1099,0.37,0.54
1100,0.33,0.52
1101,0.43,0.53
1102,0.37,0.5
1103,0.4,0.48
1104,0.41,0.59
1105,0.48,0.59
1106,0.28,0.51
1107,0.37,0.45
1108,0.31,0.45
1109,0.41,0.5
1110,0.41,0.49
1111,0.32,0.46
1112,0.36,0.54
1113,0.41,0.37
1114,0.41,0.44
1115,0.43,0.55
1116,0.33,0.58
1117,0.33,0.42
1118,0.3,0.56
1119,0.37,0.45
1120,0.37,0.4
1121,0.46,0.57
1122,0.39,0.6
1123,0.35,0.49
1124,0.33,0.57
1125,0.41,0.42
1126,0.42,0.48
1127,0.34,0.52
1128,0.39,0.53
1129,0.34,0.48
1130,0.4,0.52
1131,0.5,0.49
1132,0.35,0.49
1133,0.35,0.49
1134,0.34,0.44
1135,0.39,0.58
1136,0.43,0.4
1137,0.37,0.51
1138,0.37,0.54
1139,0.43,0.48
1140,0.32,0.52
1141,0.42,0.5
1142,0.42,0.45
1143,0.42,0.47
1144,0.26,0.45
1145,0.33,0.51
1146,0.4,0.55
1147,0.42,0.45
1148,0.42,0.52
1149,0.35,0.52
1150,0.36,0.56
1151,0.26,0.49
1152,0.4,0.5
1153,0.36,0.46
1154,0.44,0.55
1155,0.37,0.53
1156,0.39,0.51
1157,0.44,0.61
1158,0.42,0.46
1159,0.39,0.53
1160,0.38,0.49
1161,0.31,0.48
1162,0.33,0.6
1163,0.44,0.56
1164,0.37,0.54
1165,0.43,0.53
1166,0.35,0.5
1167,0.34,0.54
1168,0.34,0.57
1169,0.43,0.43
1170,0.38,0.51
1171,0.34,0.51
1172,0.36,0.52
1173,0.35,0.51
1174,0.36,0.44
1175,0.41,0.56
1176,0.38,0.52
1177,0.46,0.46
1178,0.51,0.56
1179,0.46,0.63
1180,0.46,0.57
1181,0.37,0.51
1182,0.39,0.49
1183,0.45,0.47
1184,0.41,0.5
1185,0.38,0.48
1186,0.37,0.49
1187,0.29,0.51
1188,0.39,0.42
1189,0.32,0.51
1190,0.41,0.45
1191,0.33,0.52
1192,0.45,0.43
1193,0.41,0.55
1194,0.37,0.49
1195,0.45,0.4
1196,0.35,0.55
1197,0.39,0.59
1198,0.36,0.48
1199,0.34,0.58
1200,0.39,0.55
1201,0.34,0.56
1202,0.33,0.5
1203,0.4,0.44
1204,0.31,0.41
1205,0.3,0.57
1206,0.3,0.52
1207,0.39,0.55
1208,0.4,0.46
1209,0.36,0.44
1210,0.35,0.51
1211,0.37,0.62
1212,0.39,0.44
1213,0.39,0.51
1214,0.37,0.52
1215,0.37,0.61
1216,0.38,0.52
1217,0.41,0.45
1218,0.26,0.53
1219,0.3,0.52
1220,0.41,0.53
1221,0.39,0.48
1222,0.45,0.54
1223,0.33,0.42
1224,0.44,0.41
1225,0.39,0.56
1226,0.38,0.49
1227,0.35,0.4
1228,0.47,0.6
1229,0.38,0.47
1230,0.5,0.53
1231,0.41,0.53
1232,0.32,0.57
1233,0.38,0.53
1234,0.35,0.44
1235,0.4,0.51
1236,0.27,0.55
1237,0.32,0.55
1238,0.41,0.57
1239,0.37,0.54
1240,0.4,0.47
1241,0.4,0.55
1242,0.38,0.43
1243,0.46,0.51
1244,0.45,0.46
1245,0.37,0.48
1246,0.32,0.39
1247,0.44,0.53
1248,0.31,0.45
1249,0.48,0.55
1250,0.39,0.52
1251,0.47,0.61
1252,0.36,0.48
1253,0.42,0.5
1254,0.37,0.49
1255,0.35,0.5
1256,0.33,0.44
1257,0.35,0.54
1258,0.4,0.51
1259,0.32,0.46
1260,0.31,0.57
1261,0.37,0.49
1262,0.34,0.42
1263,0.35,0.49
1264,0.51,0.39
1265,0.32,0.51
1266,0.37,0.48
1267,0.46,0.48
1268,0.4,0.55
1269,0.34,0.42
1270,0.43,0.47
1271,0.41,0.52
1272,0.38,0.43
1273,0.29,0.43
1274,0.41,0.49
1275,0.27,0.49
1276,0.34,0.54
1277,0.39,0.52
1278,0.4,0.39
1279,0.4,0.53
1280,0.33,0.48
1281,0.37,0.47
1282,0.31,0.48
1283,0.32,0.48
1284,0.38,0.49
1285,0.4,0.48
1286,0.36,0.49
1287,0.33,0.55
1288,0.37,0.41
1289,0.32,0.54
1290,0.53,0.45
1291,0.44,0.54
1292,0.25,0.46
1293,0.33,0.47
1294,0.33,0.55
1295,0.45,0.51
1296,0.36,0.44
1297,0.37,0.47
1298,0.39,0.53
1299,0.37,0.44
1300,0.42,0.48
1301,0.29,0.44
1302,0.25,0.42
1303,0.44,0.47
1304,0.35,0.52
1305,0.41,0.54
1306,0.45,0.47
1307,0.43,0.48
1308,0.36,0.49
1309,0.38,0.46
1310,0.34,0.48
1311,0.39,0.59
1312,0.37,0.48
1313,0.3,0.44
1314,0.29,0.48
1315,0.33,0.52
1316,0.4,0.48
1317,0.32,0.35
1318,0.29,0.45
1319,0.34,0.49
1320,0.42,0.45
1321,0.3,0.55
1322,0.29,0.51
1323,0.4,0.5
1324,0.43,0.52
1325,0.38,0.5
1326,0.4,0.5
1327,0.38,0.61
1328,0.47,0.67
1329,0.3,0.5
1330,0.38,0.57
1331,0.54,0.55
1332,0.39,0.52
1333,0.38,0.45
1334,0.39,0.49
1335,0.43,0.51
1336,0.37,0.54
1337,0.42,0.57
1338,0.41,0.53
1339,0.33,0.46
1340,0.44,0.5
1341,0.35,0.51
1342,0.34,0.45
1343,0.29,0.43
1344,0.39,0.47
1345,0.34,0.46
1346,0.29,0.56
1347,0.23,0.52
1348,0.41,0.5
1349,0.36,0.51
1350,0.27,0.58
1351,0.37,0.46
1352,0.32,0.44
1353,0.45,0.45
1354,0.32,0.41
1355,0.37,0.34
1356,0.4,0.44
1357,0.43,0.42
1358,0.34,0.51
1359,0.33,0.49
1360,0.34,0.52
