,eve,no_eve
344,0.36,0.52
345,0.4,0.44
346,0.42,0.56
347,0.36,0.44
348,0.44,0.32
349,0.42,0.48
350,0.3,0.48
351,0.32,0.5
352,0.2,0.6
353,0.28,0.46
354,0.42,0.5
355,0.34,0.48
356,0.36,0.52
357,0.34,0.6
358,0.52,0.62
359,0.38,0.46
360,0.42,0.62
361,0.42,0.6
362,0.24,0.5
363,0.46,0.56
364,0.38,0.64
365,0.34,0.56
366,0.4,0.52
367,0.36,0.5
368,0.38,0.46
369,0.36,0.7
370,0.38,0.52
371,0.28,0.64
372,0.38,0.48
373,0.34,0.48
374,0.46,0.48
375,0.5,0.46
376,0.34,0.56
377,0.38,0.5
378,0.36,0.48
379,0.34,0.48
380,0.42,0.44
381,0.36,0.54
382,0.32,0.54
383,0.28,0.48
384,0.38,0.52
385,0.2,0.3
386,0.3,0.48
387,0.22,0.46
388,0.36,0.54
389,0.34,0.6
390,0.44,0.5
391,0.32,0.44
392,0.34,0.42
393,0.26,0.54
394,0.24,0.48
395,0.4,0.66
396,0.28,0.46
397,0.42,0.48
398,0.36,0.5
399,0.32,0.44
400,0.3,0.56
401,0.22,0.54
402,0.3,0.52
403,0.36,0.48
404,0.36,0.6
405,0.36,0.5
406,0.4,0.46
407,0.46,0.44
408,0.28,0.62
409,0.32,0.46
410,0.36,0.46
411,0.52,0.44
412,0.36,0.46
413,0.36,0.36
414,0.38,0.52
415,0.34,0.44
416,0.4,0.44
417,0.4,0.5
418,0.42,0.36
419,0.32,0.52
420,0.3,0.5
421,0.46,0.54
422,0.5,0.52
423,0.34,0.56
424,0.32,0.54
425,0.38,0.5
426,0.4,0.56
427,0.38,0.52
428,0.34,0.58
429,0.26,0.4
430,0.3,0.52
431,0.44,0.62
432,0.36,0.44
433,0.36,0.44
434,0.38,0.54
435,0.34,0.58
436,0.32,0.46
437,0.44,0.46
438,0.4,0.6
439,0.54,0.52
440,0.54,0.48
441,0.44,0.4
442,0.4,0.48
443,0.34,0.52
444,0.34,0.56
445,0.34,0.44
446,0.36,0.52
447,0.38,0.52
448,0.44,0.56
449,0.3,0.38
450,0.38,0.64
451,0.4,0.38
452,0.34,0.46
453,0.36,0.48
454,0.36,0.38
455,0.46,0.44
456,0.38,0.42
457,0.46,0.46
458,0.34,0.48
459,0.42,0.46
460,0.42,0.5
461,0.32,0.5
462,0.42,0.42
463,0.4,0.46
464,0.3,0.56
465,0.34,0.44
466,0.32,0.52
467,0.3,0.36
468,0.3,0.6
469,0.34,0.48
470,0.3,0.56
471,0.42,0.54
472,0.4,0.5
473,0.4,0.5
474,0.38,0.4
475,0.4,0.56
476,0.34,0.46
477,0.54,0.4
478,0.34,0.48
479,0.24,0.5
480,0.44,0.62
481,0.38,0.48
482,0.44,0.54
483,0.44,0.36
484,0.3,0.48
485,0.36,0.54
486,0.34,0.46
487,0.38,0.5
488,0.36,0.46
489,0.28,0.56
490,0.42,0.4
491,0.36,0.54
492,0.42,0.5
493,0.36,0.4
494,0.42,0.5
495,0.24,0.5
496,0.42,0.6
497,0.38,0.38
498,0.4,0.58
499,0.32,0.56
500,0.38,0.44
501,0.26,0.5
502,0.4,0.68
503,0.3,0.48
504,0.32,0.48
505,0.5,0.38
506,0.3,0.38
507,0.4,0.52
508,0.32,0.36
509,0.38,0.54
510,0.42,0.48
511,0.38,0.48
512,0.28,0.46
513,0.28,0.4
514,0.34,0.48
515,0.34,0.5
516,0.42,0.32
517,0.4,0.42
518,0.3,0.52
519,0.4,0.52
520,0.44,0.66
521,0.4,0.6
522,0.34,0.52
523,0.34,0.46
524,0.36,0.4
525,0.5,0.52
526,0.42,0.46
527,0.44,0.42
528,0.44,0.52
529,0.36,0.48
530,0.34,0.5
531,0.32,0.52
532,0.38,0.54
533,0.44,0.5
534,0.32,0.62
535,0.34,0.44
536,0.28,0.48
537,0.36,0.64
538,0.38,0.42
539,0.36,0.56
540,0.28,0.42
541,0.54,0.42
542,0.32,0.5
543,0.3,0.4
544,0.3,0.68
545,0.32,0.54
546,0.4,0.62
547,0.38,0.42
548,0.46,0.52
549,0.28,0.54
550,0.38,0.4
551,0.48,0.44
552,0.22,0.44
553,0.44,0.64
554,0.42,0.54
555,0.34,0.42
556,0.36,0.44
557,0.4,0.42
558,0.4,0.46
559,0.36,0.42
560,0.4,0.56
561,0.4,0.48
562,0.44,0.42
563,0.36,0.42
564,0.3,0.6
565,0.38,0.46
566,0.48,0.42
567,0.5,0.52
568,0.42,0.48
569,0.26,0.56
570,0.32,0.56
571,0.36,0.52
572,0.24,0.38
573,0.34,0.58
574,0.32,0.5
575,0.38,0.5
576,0.46,0.54
577,0.36,0.46
578,0.34,0.64
579,0.32,0.58
580,0.28,0.42
581,0.36,0.5
582,0.54,0.62
583,0.52,0.64
584,0.42,0.56
585,0.36,0.5
586,0.38,0.54
587,0.34,0.42
588,0.38,0.38
589,0.28,0.5
590,0.28,0.5
591,0.46,0.52
592,0.4,0.56
593,0.34,0.38
594,0.26,0.56
595,0.38,0.62
596,0.38,0.46
597,0.44,0.52
598,0.42,0.56
599,0.3,0.52
600,0.3,0.54
601,0.52,0.6
602,0.34,0.32
603,0.44,0.58
604,0.32,0.4
605,0.38,0.46
606,0.3,0.44
607,0.46,0.42
608,0.44,0.48
609,0.48,0.64
610,0.32,0.5
611,0.44,0.44
612,0.36,0.44
613,0.32,0.56
614,0.32,0.48
615,0.38,0.56
616,0.36,0.4
617,0.34,0.5
618,0.4,0.44
619,0.36,0.62
620,0.46,0.54
621,0.42,0.56
622,0.28,0.54
623,0.42,0.52
624,0.26,0.42
625,0.44,0.5
626,0.36,0.48
627,0.36,0.4
628,0.44,0.62
629,0.34,0.56
630,0.42,0.64
631,0.32,0.56
632,0.44,0.56
633,0.28,0.62
634,0.4,0.38
635,0.42,0.52
636,0.36,0.46
637,0.32,0.44
638,0.42,0.52
639,0.44,0.38
640,0.4,0.44
641,0.34,0.42
642,0.46,0.52
643,0.26,0.44
644,0.46,0.64
645,0.36,0.6
646,0.44,0.68
647,0.36,0.56
648,0.4,0.5
649,0.5,0.6
650,0.34,0.48
651,0.4,0.42
652,0.38,0.52
653,0.44,0.48
654,0.48,0.5
655,0.34,0.54
656,0.36,0.5
657,0.36,0.54
658,0.44,0.48
659,0.32,0.46
660,0.34,0.6
661,0.46,0.5
662,0.32,0.5
663,0.5,0.54
664,0.36,0.58
665,0.5,0.38
666,0.46,0.56
667,0.3,0.44
668,0.36,0.36
669,0.52,0.46
670,0.5,0.5
671,0.48,0.44
672,0.26,0.68
673,0.38,0.74
674,0.38,0.46
675,0.34,0.36
676,0.4,0.44
677,0.36,0.6
678,0.44,0.44
679,0.32,0.44
680,0.32,0.52
681,0.34,0.46
682,0.4,0.5
683,0.32,0.36
684,0.5,0.38
685,0.42,0.46
686,0.34,0.5
687,0.5,0.44
688,0.36,0.48
689,0.36,0.58
690,0.4,0.44
691,0.42,0.4
692,0.42,0.48
693,0.28,0.62
694,0.4,0.46
695,0.32,0.44
696,0.32,0.6
697,0.44,0.54
698,0.36,0.56
699,0.4,0.44
700,0.32,0.66
701,0.34,0.4
702,0.38,0.54
703,0.44,0.44
704,0.54,0.6
705,0.4,0.62
706,0.34,0.58
707,0.5,0.48
708,0.4,0.6
709,0.36,0.4
710,0.36,0.56
711,0.4,0.48
712,0.44,0.4
713,0.48,0.58
714,0.38,0.42
715,0.3,0.56
716,0.34,0.6
717,0.28,0.5
718,0.38,0.58
719,0.32,0.48
720,0.42,0.5
721,0.4,0.52
722,0.34,0.5
723,0.32,0.44
724,0.28,0.52
725,0.44,0.4
726,0.4,0.46
727,0.46,0.48
728,0.44,0.56
729,0.42,0.36
730,0.3,0.6
731,0.34,0.58
732,0.42,0.52
733,0.34,0.48
734,0.4,0.5
735,0.26,0.56
736,0.5,0.62
737,0.4,0.58
738,0.34,0.56
739,0.34,0.54
740,0.34,0.4
741,0.44,0.54
742,0.34,0.62
743,0.46,0.56
744,0.34,0.58
745,0.3,0.38
746,0.42,0.58
747,0.28,0.52
748,0.38,0.5
749,0.32,0.48
750,0.5,0.42
751,0.32,0.48
752,0.3,0.38
753,0.36,0.4
754,0.42,0.52
755,0.24,0.5
756,0.36,0.52
757,0.32,0.44
758,0.34,0.48
759,0.54,0.58
760,0.42,0.56
761,0.34,0.38
762,0.3,0.46
763,0.42,0.5
764,0.24,0.56
765,0.4,0.48
766,0.5,0.52
767,0.36,0.54
768,0.26,0.54
769,0.34,0.52
770,0.48,0.52
771,0.4,0.46
772,0.34,0.44
773,0.4,0.56
774,0.3,0.58
775,0.36,0.46
776,0.42,0.46
777,0.38,0.46
778,0.32,0.46
779,0.42,0.44
780,0.4,0.42
781,0.34,0.34
782,0.38,0.6
783,0.38,0.46
784,0.46,0.54
785,0.36,0.42
786,0.4,0.46
787,0.36,0.36
788,0.38,0.42
789,0.46,0.6
790,0.3,0.52
791,0.36,0.5
792,0.42,0.46
793,0.28,0.52
794,0.38,0.64
795,0.36,0.68
796,0.48,0.5
797,0.48,0.54
798,0.32,0.44
799,0.24,0.58
800,0.44,0.66
801,0.38,0.46
802,0.42,0.56
803,0.34,0.44
804,0.38,0.5
805,0.42,0.52
806,0.32,0.48
807,0.46,0.52
808,0.28,0.58
809,0.44,0.36
810,0.32,0.64
811,0.34,0.64
812,0.36,0.62
813,0.36,0.44
814,0.46,0.56
815,0.38,0.54
816,0.38,0.56
817,0.34,0.62
818,0.52,0.52
819,0.34,0.52
820,0.36,0.34
821,0.42,0.44
822,0.38,0.48
823,0.3,0.58
824,0.48,0.48
825,0.38,0.42
826,0.3,0.42
827,0.38,0.44
828,0.4,0.48
829,0.3,0.5
830,0.48,0.44
831,0.46,0.54
832,0.32,0.58
833,0.32,0.5
834,0.38,0.52
835,0.4,0.48
836,0.34,0.42
837,0.3,0.5
838,0.42,0.46
839,0.42,0.54
840,0.36,0.38
841,0.4,0.5
842,0.44,0.44
843,0.32,0.46
844,0.4,0.48
845,0.28,0.4
846,0.34,0.5
847,0.48,0.62
848,0.38,0.38
849,0.46,0.42
850,0.4,0.46
851,0.38,0.46
852,0.38,0.44
853,0.32,0.56
854,0.46,0.56
855,0.46,0.66
856,0.4,0.54
857,0.38,0.46
858,0.3,0.6
859,0.4,0.52
860,0.46,0.42
861,0.32,0.6
862,0.32,0.56
863,0.34,0.48
864,0.44,0.48
865,0.4,0.54
866,0.26,0.5
867,0.34,0.6
868,0.32,0.58
869,0.4,0.48
870,0.4,0.5
871,0.38,0.62
872,0.38,0.54
873,0.4,0.54
874,0.42,0.52
875,0.38,0.48
876,0.4,0.52
877,0.32,0.58
878,0.3,0.56
879,0.34,0.62
880,0.36,0.62
881,0.44,0.4
882,0.36,0.5
883,0.3,0.48
884,0.4,0.44
885,0.36,0.44
886,0.5,0.48
887,0.34,0.46
888,0.34,0.46
889,0.26,0.52
890,0.38,0.56
891,0.4,0.52
892,0.4,0.54
893,0.3,0.42
894,0.28,0.48
895,0.44,0.62
896,0.44,0.44
897,0.42,0.4
898,0.38,0.54
899,0.28,0.54
900,0.42,0.48
901,0.34,0.56
902,0.3,0.54
903,0.3,0.54
904,0.3,0.54
905,0.44,0.52
906,0.36,0.56
907,0.26,0.62
908,0.36,0.6
909,0.5,0.5
910,0.4,0.54
911,0.34,0.58
912,0.3,0.44
913,0.4,0.56
914,0.38,0.56
915,0.42,0.4
916,0.46,0.5
917,0.4,0.52
918,0.36,0.52
919,0.46,0.5
920,0.26,0.46
921,0.38,0.36
922,0.32,0.48
923,0.44,0.54
924,0.36,0.44
925,0.36,0.4
926,0.2,0.44
927,0.46,0.56
928,0.4,0.52
929,0.4,0.34
930,0.38,0.5
931,0.52,0.56
932,0.44,0.44
933,0.4,0.5
934,0.4,0.62
935,0.38,0.5
936,0.32,0.62
937,0.42,0.42
938,0.32,0.46
939,0.38,0.44
940,0.42,0.48
941,0.28,0.56
942,0.42,0.48
943,0.48,0.48
944,0.34,0.5
945,0.34,0.62
946,0.36,0.44
947,0.26,0.46
948,0.32,0.56
949,0.34,0.5
950,0.44,0.56
951,0.32,0.52
952,0.38,0.56
953,0.38,0.56
954,0.32,0.42
955,0.46,0.48
956,0.3,0.5
957,0.44,0.34
958,0.46,0.54
959,0.36,0.4
960,0.38,0.44
961,0.4,0.44
962,0.32,0.5
963,0.32,0.46
964,0.4,0.56
965,0.36,0.5
966,0.4,0.46
967,0.38,0.44
968,0.28,0.54
969,0.4,0.4
970,0.42,0.56
971,0.4,0.6
972,0.38,0.48
973,0.32,0.58
974,0.44,0.4
975,0.32,0.48
976,0.4,0.58
977,0.24,0.52
978,0.5,0.46
979,0.48,0.56
980,0.32,0.5
981,0.46,0.56
982,0.3,0.48
983,0.32,0.48
984,0.4,0.46
985,0.32,0.42
986,0.5,0.48
987,0.38,0.5
988,0.38,0.7
989,0.24,0.5
990,0.42,0.62
991,0.5,0.56
992,0.44,0.6
993,0.32,0.46
994,0.32,0.46
995,0.44,0.56
996,0.36,0.48
997,0.28,0.58
998,0.4,0.36
999,0.28,0.44
1000,0.34,0.46
1001,0.4,0.44
1002,0.44,0.52
1003,0.3,0.54
1004,0.44,0.52
1005,0.32,0.5
1006,0.46,0.46
1007,0.34,0.5
1008,0.44,0.64
1009,0.34,0.52
1010,0.4,0.42
1011,0.4,0.44
1012,0.34,0.52
1013,0.44,0.4
1014,0.38,0.64
1015,0.34,0.58
1016,0.42,0.48
1017,0.32,0.54
1018,0.38,0.46
1019,0.32,0.5
1020,0.34,0.56
1021,0.32,0.48
1022,0.38,0.52
1023,0.44,0.62
1024,0.38,0.54
1025,0.38,0.58
1026,0.3,0.48
1027,0.34,0.42
1028,0.38,0.52
1029,0.48,0.6
1030,0.36,0.5
1031,0.42,0.44
1032,0.32,0.36
1033,0.52,0.48
1034,0.38,0.44
1035,0.3,0.44
1036,0.32,0.48
1037,0.46,0.52
1038,0.36,0.58
1039,0.4,0.46
1040,0.3,0.58
1041,0.38,0.56
1042,0.42,0.5
1043,0.4,0.44
1044,0.3,0.46
1045,0.4,0.56
1046,0.4,0.52
1047,0.28,0.52
1048,0.32,0.62
1049,0.38,0.5
1050,0.44,0.46
1051,0.34,0.68
1052,0.3,0.38
1053,0.44,0.44
1054,0.38,0.52
1055,0.32,0.6
1056,0.46,0.54
1057,0.3,0.46
1058,0.36,0.54
1059,0.3,0.58
1060,0.42,0.64
1061,0.24,0.52
1062,0.42,0.54
1063,0.46,0.54
1064,0.38,0.5
1065,0.38,0.42
1066,0.3,0.5
1067,0.32,0.48
1068,0.46,0.48
1069,0.42,0.5
1070,0.36,0.58
1071,0.46,0.54
1072,0.34,0.44
1073,0.42,0.52
1074,0.42,0.52
1075,0.4,0.5
1076,0.28,0.44
1077,0.5,0.52
1078,0.46,0.6
1079,0.26,0.44
1080,0.42,0.36
1081,0.28,0.56
1082,0.38,0.46
1083,0.4,0.62
1084,0.3,0.56
1085,0.34,0.46
1086,0.38,0.46
1087,0.48,0.56
1088,0.48,0.54
1089,0.3,0.46
1090,0.38,0.48
1091,0.34,0.46
1092,0.34,0.48
1093,0.38,0.48
1094,0.38,0.5
1095,0.4,0.52
1096,0.34,0.48
1097,0.36,0.56
1098,0.28,0.62
1099,0.4,0.5
1100,0.44,0.34
1101,0.42,0.52
1102,0.24,0.52
1103,0.32,0.54
1104,0.36,0.54
1105,0.3,0.48
1106,0.28,0.52
1107,0.42,0.56
1108,0.34,0.44
1109,0.36,0.56
1110,0.32,0.7
1111,0.48,0.58
1112,0.3,0.38
1113,0.48,0.58
1114,0.32,0.74
1115,0.44,0.52
1116,0.34,0.66
1117,0.3,0.5
1118,0.54,0.44
1119,0.32,0.66
1120,0.38,0.46
1121,0.4,0.52
1122,0.34,0.36
1123,0.48,0.46
1124,0.52,0.46
1125,0.4,0.68
1126,0.36,0.6
1127,0.26,0.4
1128,0.32,0.44
1129,0.44,0.48
1130,0.42,0.46
1131,0.3,0.48
1132,0.38,0.52
1133,0.32,0.44
1134,0.46,0.36
1135,0.34,0.44
1136,0.56,0.56
1137,0.3,0.62
1138,0.4,0.54
1139,0.26,0.52
1140,0.32,0.48
1141,0.46,0.38
1142,0.38,0.56
1143,0.3,0.42
1144,0.24,0.48
1145,0.4,0.54
1146,0.34,0.48
1147,0.38,0.54
1148,0.38,0.36
1149,0.48,0.68
1150,0.42,0.5
1151,0.34,0.54
1152,0.46,0.44
1153,0.44,0.48
1154,0.28,0.38
1155,0.42,0.48
1156,0.44,0.34
1157,0.28,0.48
1158,0.52,0.66
1159,0.32,0.58
1160,0.4,0.44
1161,0.36,0.48
1162,0.4,0.38
1163,0.42,0.52
1164,0.44,0.6
1165,0.3,0.4
1166,0.36,0.56
1167,0.62,0.46
1168,0.46,0.56
1169,0.38,0.5
1170,0.44,0.46
1171,0.34,0.52
1172,0.4,0.48
1173,0.28,0.42
1174,0.4,0.42
1175,0.46,0.58
1176,0.42,0.42
1177,0.34,0.34
1178,0.44,0.54
1179,0.42,0.56
1180,0.34,0.54
1181,0.34,0.42
1182,0.44,0.56
1183,0.42,0.46
1184,0.3,0.48
1185,0.32,0.48
1186,0.46,0.46
1187,0.4,0.46
1188,0.34,0.52
1189,0.32,0.48
1190,0.28,0.58
1191,0.5,0.48
1192,0.28,0.56
1193,0.34,0.6
1194,0.56,0.56
1195,0.28,0.52
1196,0.26,0.54
1197,0.32,0.52
1198,0.34,0.54
1199,0.34,0.54
1200,0.36,0.52
1201,0.24,0.48
1202,0.4,0.42
1203,0.5,0.54
1204,0.3,0.46
1205,0.38,0.56
1206,0.38,0.46
1207,0.2,0.52
1208,0.3,0.58
1209,0.4,0.48
1210,0.28,0.56
1211,0.36,0.48
1212,0.36,0.66
1213,0.36,0.4
1214,0.24,0.38
1215,0.36,0.46
1216,0.36,0.36
1217,0.38,0.44
1218,0.24,0.46
1219,0.3,0.54
1220,0.44,0.42
1221,0.34,0.58
1222,0.48,0.48
1223,0.36,0.36
1224,0.34,0.54
1225,0.4,0.48
1226,0.36,0.64
1227,0.26,0.44
1228,0.32,0.58
1229,0.32,0.6
1230,0.28,0.58
1231,0.42,0.4
1232,0.3,0.46
1233,0.46,0.54
1234,0.34,0.4
1235,0.36,0.46
1236,0.28,0.48
1237,0.3,0.44
1238,0.38,0.5
1239,0.28,0.54
1240,0.4,0.46
1241,0.36,0.48
1242,0.3,0.58
1243,0.46,0.52
1244,0.46,0.5
1245,0.44,0.5
1246,0.42,0.56
1247,0.4,0.58
1248,0.48,0.46
1249,0.42,0.48
1250,0.42,0.38
1251,0.4,0.4
1252,0.46,0.44
1253,0.42,0.48
1254,0.36,0.54
1255,0.42,0.66
1256,0.36,0.28
1257,0.46,0.48
1258,0.34,0.6
1259,0.3,0.62
1260,0.34,0.58
1261,0.34,0.48
1262,0.44,0.4
1263,0.34,0.64
1264,0.34,0.52
1265,0.46,0.56
1266,0.28,0.36
1267,0.4,0.74
1268,0.38,0.44
1269,0.36,0.4
1270,0.36,0.56
1271,0.36,0.5
1272,0.54,0.52
1273,0.4,0.62
1274,0.38,0.4
1275,0.32,0.56
1276,0.36,0.5
1277,0.42,0.46
1278,0.38,0.46
1279,0.28,0.58
1280,0.42,0.54
1281,0.42,0.44
1282,0.32,0.52
1283,0.42,0.46
1284,0.28,0.4
1285,0.44,0.46
1286,0.3,0.46
1287,0.3,0.38
1288,0.48,0.48
1289,0.4,0.4
1290,0.46,0.34
1291,0.36,0.64
1292,0.38,0.4
1293,0.38,0.58
1294,0.42,0.48
1295,0.34,0.48
1296,0.44,0.44
1297,0.46,0.58
1298,0.46,0.5
1299,0.32,0.48
1300,0.4,0.5
1301,0.34,0.56
1302,0.4,0.5
1303,0.34,0.46
1304,0.42,0.48
1305,0.3,0.46
1306,0.42,0.64
1307,0.48,0.42
1308,0.3,0.38
1309,0.48,0.54
1310,0.44,0.56
1311,0.4,0.6
1312,0.36,0.46
1313,0.26,0.44
1314,0.38,0.46
1315,0.46,0.48
1316,0.32,0.48
1317,0.34,0.52
1318,0.28,0.56
1319,0.32,0.46
1320,0.32,0.6
1321,0.28,0.4
1322,0.42,0.42
1323,0.28,0.46
1324,0.38,0.52
1325,0.38,0.52
1326,0.34,0.44
1327,0.36,0.6
1328,0.42,0.5
1329,0.36,0.48
1330,0.4,0.5
1331,0.6,0.5
1332,0.3,0.46
1333,0.38,0.58
1334,0.32,0.6
1335,0.42,0.56
1336,0.3,0.58
1337,0.3,0.38
1338,0.5,0.48
1339,0.54,0.44
1340,0.38,0.52
1341,0.36,0.48
1342,0.36,0.5
1343,0.4,0.46
1344,0.36,0.48
1345,0.48,0.42
1346,0.32,0.44
1347,0.34,0.4
1348,0.3,0.44
1349,0.52,0.52
1350,0.46,0.48
1351,0.34,0.6
1352,0.32,0.5
1353,0.44,0.32
1354,0.22,0.5
1355,0.38,0.52
1356,0.44,0.42
1357,0.5,0.5
1358,0.4,0.48
1359,0.46,0.48
1360,0.22,0.54
