,eve,no_eve
1361,0.26,0.48
1362,0.42,0.58
1363,0.36,0.48
1364,0.38,0.52
1365,0.44,0.56
1366,0.36,0.32
1367,0.32,0.54
1368,0.46,0.5
1369,0.32,0.4
1370,0.46,0.48
1371,0.5,0.48
1372,0.28,0.52
1373,0.38,0.5
1374,0.44,0.52
1375,0.46,0.5
1376,0.42,0.3
1377,0.44,0.4
1378,0.52,0.46
1379,0.34,0.52
1380,0.44,0.5
1381,0.46,0.4
1382,0.48,0.56
1383,0.32,0.48
1384,0.32,0.56
1385,0.36,0.48
1386,0.34,0.64
1387,0.38,0.48
1388,0.44,0.42
1389,0.4,0.46
1390,0.42,0.48
1391,0.32,0.62
1392,0.36,0.52
1393,0.42,0.58
1394,0.38,0.52
1395,0.26,0.46
1396,0.34,0.5
1397,0.32,0.48
1398,0.38,0.36
1399,0.44,0.54
1400,0.5,0.36
1401,0.34,0.42
1402,0.34,0.38
1403,0.3,0.5
1404,0.38,0.7
1405,0.38,0.52
1406,0.36,0.42
1407,0.34,0.4
1408,0.4,0.5
1409,0.3,0.56
1410,0.42,0.52
1411,0.3,0.4
1412,0.32,0.56
1413,0.42,0.58
1414,0.42,0.48
1415,0.4,0.62
1416,0.36,0.4
1417,0.46,0.4
1418,0.4,0.48
1419,0.36,0.54
1420,0.42,0.48
1421,0.42,0.44
1422,0.38,0.42
1423,0.42,0.32
1424,0.42,0.54
1425,0.4,0.42
1426,0.2,0.52
1427,0.34,0.54
1428,0.38,0.52
1429,0.34,0.44
1430,0.4,0.48
1431,0.32,0.54
1432,0.32,0.56
1433,0.36,0.46
1434,0.48,0.46
1435,0.36,0.36
1436,0.48,0.42
1437,0.46,0.52
1438,0.4,0.38
1439,0.38,0.58
1440,0.34,0.5
1441,0.3,0.54
1442,0.34,0.48
1443,0.36,0.58
1444,0.38,0.4
1445,0.46,0.52
1446,0.28,0.38
1447,0.26,0.52
1448,0.42,0.46
1449,0.34,0.58
1450,0.52,0.42
1451,0.34,0.54
1452,0.38,0.48
1453,0.4,0.56
1454,0.24,0.52
1455,0.42,0.48
1456,0.32,0.38
1457,0.4,0.54
1458,0.42,0.54
1459,0.34,0.54
1460,0.4,0.54
1461,0.38,0.44
1462,0.34,0.54
1463,0.34,0.48
1464,0.3,0.46
1465,0.36,0.4
1466,0.36,0.48
1467,0.52,0.56
1468,0.3,0.5
1469,0.4,0.52
1470,0.36,0.54
1471,0.34,0.42
1472,0.44,0.48
1473,0.28,0.48
1474,0.34,0.48
1475,0.34,0.46
1476,0.24,0.4
1477,0.34,0.52
1478,0.26,0.44
1479,0.48,0.5
1480,0.32,0.5
1481,0.38,0.54
1482,0.38,0.5
1483,0.4,0.42
1484,0.42,0.62
1485,0.44,0.54
1486,0.34,0.52
1487,0.3,0.52
1488,0.4,0.6
1489,0.42,0.48
1490,0.44,0.46
1491,0.4,0.44
1492,0.4,0.44
1493,0.44,0.46
1494,0.34,0.46
1495,0.48,0.58
1496,0.46,0.4
1497,0.34,0.46
1498,0.3,0.46
1499,0.36,0.58
1500,0.32,0.48
1501,0.4,0.52
1502,0.44,0.54
1503,0.58,0.54
1504,0.38,0.5
1505,0.4,0.6
1506,0.4,0.6
1507,0.48,0.58
1508,0.32,0.56
1509,0.4,0.46
1510,0.44,0.46
1511,0.36,0.38
1512,0.28,0.48
1513,0.38,0.44
1514,0.38,0.46
1515,0.36,0.54
1516,0.44,0.54
1517,0.42,0.62
1518,0.38,0.36
1519,0.36,0.5
1520,0.42,0.56
1521,0.4,0.52
1522,0.22,0.58
1523,0.3,0.38
1524,0.3,0.56
1525,0.4,0.52
1526,0.38,0.46
1527,0.3,0.62
1528,0.44,0.38
1529,0.3,0.4
1530,0.44,0.5
1531,0.3,0.46
1532,0.3,0.48
1533,0.36,0.52
1534,0.3,0.38
1535,0.52,0.58
1536,0.46,0.44
1537,0.38,0.44
1538,0.32,0.44
1539,0.34,0.48
1540,0.36,0.52
1541,0.3,0.6
1542,0.38,0.4
1543,0.38,0.4
1544,0.28,0.48
1545,0.44,0.42
1546,0.34,0.62
1547,0.36,0.54
1548,0.32,0.62
1549,0.3,0.48
1550,0.38,0.54
1551,0.38,0.56
1552,0.36,0.4
1553,0.42,0.6
1554,0.58,0.64
1555,0.38,0.52
1556,0.42,0.44
1557,0.32,0.64
1558,0.26,0.5
1559,0.28,0.34
1560,0.28,0.52
1561,0.3,0.56
1562,0.52,0.52
1563,0.42,0.52
1564,0.32,0.48
1565,0.26,0.62
1566,0.42,0.48
1567,0.44,0.36
1568,0.34,0.56
1569,0.38,0.64
1570,0.4,0.44
1571,0.36,0.42
1572,0.24,0.48
1573,0.36,0.42
1574,0.3,0.54
1575,0.34,0.54
1576,0.42,0.42
1577,0.4,0.6
1578,0.42,0.42
1579,0.28,0.46
1580,0.38,0.64
1581,0.38,0.4
1582,0.42,0.6
1583,0.32,0.4
1584,0.42,0.5
1585,0.34,0.5
1586,0.36,0.32
1587,0.48,0.4
1588,0.5,0.64
1589,0.26,0.54
1590,0.42,0.5
1591,0.36,0.5
1592,0.46,0.5
1593,0.32,0.56
1594,0.3,0.56
1595,0.5,0.62
1596,0.3,0.5
1597,0.44,0.5
1598,0.46,0.44
1599,0.32,0.42
1600,0.34,0.4
1601,0.32,0.48
1602,0.34,0.36
1603,0.54,0.5
1604,0.36,0.48
1605,0.34,0.44
1606,0.36,0.5
1607,0.46,0.54
1608,0.4,0.44
1609,0.36,0.5
1610,0.58,0.52
1611,0.3,0.52
1612,0.38,0.4
1613,0.5,0.62
1614,0.36,0.38
1615,0.38,0.54
1616,0.32,0.4
1617,0.34,0.42
1618,0.22,0.58
1619,0.34,0.44
1620,0.38,0.54
1621,0.34,0.54
1622,0.36,0.44
1623,0.36,0.64
1624,0.32,0.54
1625,0.42,0.46
1626,0.4,0.34
1627,0.28,0.42
1628,0.42,0.52
1629,0.2,0.52
1630,0.26,0.6
1631,0.38,0.46
1632,0.42,0.6
1633,0.32,0.56
1634,0.38,0.52
1635,0.34,0.54
1636,0.34,0.44
1637,0.42,0.48
1638,0.4,0.48
1639,0.32,0.56
1640,0.32,0.48
1641,0.42,0.46
1642,0.34,0.48
1643,0.28,0.52
1644,0.46,0.46
1645,0.28,0.6
1646,0.32,0.62
1647,0.42,0.54
1648,0.3,0.42
1649,0.3,0.44
1650,0.44,0.5
1651,0.3,0.52
1652,0.42,0.52
1653,0.5,0.5
1654,0.42,0.6
1655,0.38,0.36
1656,0.44,0.4
1657,0.36,0.52
1658,0.36,0.46
1659,0.42,0.44
1660,0.26,0.66
1661,0.4,0.46
1662,0.5,0.46
1663,0.38,0.5
1664,0.48,0.6
1665,0.42,0.46
1666,0.34,0.56
1667,0.42,0.44
1668,0.42,0.38
1669,0.48,0.5
1670,0.34,0.48
1671,0.54,0.5
1672,0.38,0.4
1673,0.22,0.58
1674,0.36,0.4
1675,0.38,0.52
1676,0.22,0.5
1677,0.34,0.58
1678,0.42,0.66
1679,0.46,0.54
1680,0.38,0.44
1681,0.3,0.46
1682,0.38,0.52
1683,0.32,0.48
1684,0.28,0.46
1685,0.44,0.46
1686,0.38,0.54
1687,0.46,0.4
1688,0.4,0.44
1689,0.3,0.5
1690,0.42,0.6
1691,0.42,0.5
1692,0.32,0.6
1693,0.34,0.52
1694,0.36,0.36
1695,0.38,0.52
1696,0.32,0.46
1697,0.34,0.6
1698,0.34,0.44
1699,0.36,0.46
1700,0.4,0.46
1701,0.34,0.58
1702,0.22,0.72
1703,0.36,0.38
1704,0.28,0.52
1705,0.28,0.5
1706,0.48,0.48
1707,0.36,0.34
1708,0.42,0.56
1709,0.28,0.48
1710,0.36,0.46
1711,0.38,0.52
1712,0.38,0.46
1713,0.34,0.48
1714,0.38,0.42
1715,0.34,0.44
1716,0.36,0.46
1717,0.42,0.42
1718,0.36,0.56
1719,0.38,0.5
1720,0.5,0.3
1721,0.46,0.5
1722,0.34,0.46
1723,0.34,0.42
1724,0.4,0.46
1725,0.34,0.46
1726,0.48,0.54
1727,0.38,0.4
1728,0.36,0.54
1729,0.48,0.56
1730,0.4,0.44
1731,0.36,0.46
1732,0.42,0.54
1733,0.28,0.48
1734,0.2,0.58
1735,0.46,0.5
1736,0.3,0.48
1737,0.4,0.44
1738,0.48,0.58
1739,0.36,0.56
1740,0.4,0.48
1741,0.34,0.56
1742,0.28,0.48
1743,0.42,0.52
1744,0.38,0.4
1745,0.32,0.44
1746,0.5,0.36
1747,0.42,0.52
1748,0.42,0.48
1749,0.3,0.56
1750,0.26,0.48
1751,0.38,0.62
1752,0.44,0.5
1753,0.34,0.42
1754,0.26,0.44
1755,0.28,0.42
1756,0.38,0.44
1757,0.3,0.38
1758,0.3,0.48
1759,0.4,0.46
1760,0.34,0.54
1761,0.38,0.48
1762,0.38,0.54
1763,0.26,0.5
1764,0.46,0.46
1765,0.42,0.54
1766,0.4,0.46
1767,0.4,0.5
1768,0.36,0.42
1769,0.26,0.42
1770,0.32,0.38
1771,0.4,0.62
1772,0.34,0.52
1773,0.28,0.54
1774,0.28,0.4
1775,0.34,0.46
1776,0.26,0.56
1777,0.36,0.5
1778,0.32,0.54
1779,0.36,0.44
1780,0.42,0.48
1781,0.3,0.52
1782,0.42,0.58
1783,0.48,0.56
1784,0.3,0.44
1785,0.38,0.48
1786,0.48,0.44
1787,0.32,0.62
1788,0.34,0.38
1789,0.38,0.44
1790,0.46,0.46
1791,0.36,0.42
1792,0.26,0.46
1793,0.34,0.38
1794,0.5,0.62
1795,0.44,0.5
1796,0.38,0.44
1797,0.36,0.66
1798,0.44,0.56
1799,0.2,0.48
1800,0.42,0.46
1801,0.3,0.38
1802,0.36,0.6
1803,0.44,0.48
1804,0.42,0.4
1805,0.28,0.58
1806,0.52,0.58
1807,0.42,0.56
1808,0.44,0.62
1809,0.22,0.46
1810,0.32,0.54
1811,0.44,0.44
1812,0.36,0.44
1813,0.4,0.66
1814,0.34,0.52
1815,0.46,0.4
1816,0.36,0.48
1817,0.44,0.58
1818,0.36,0.48
1819,0.44,0.48
1820,0.36,0.6
1821,0.32,0.52
1822,0.4,0.3
1823,0.28,0.64
1824,0.42,0.56
1825,0.38,0.5
1826,0.46,0.46
1827,0.38,0.56
1828,0.28,0.52
1829,0.34,0.58
1830,0.38,0.46
1831,0.44,0.54
1832,0.4,0.48
1833,0.4,0.4
1834,0.36,0.58
1835,0.4,0.5
1836,0.36,0.6
1837,0.5,0.6
1838,0.38,0.4
1839,0.26,0.56
1840,0.4,0.44
1841,0.36,0.64
1842,0.42,0.52
1843,0.34,0.64
1844,0.42,0.4
1845,0.5,0.58
1846,0.38,0.54
1847,0.38,0.46
1848,0.34,0.6
1849,0.46,0.44
1850,0.44,0.42
1851,0.16,0.56
1852,0.42,0.46
1853,0.42,0.44
1854,0.26,0.42
1855,0.4,0.58
1856,0.38,0.36
1857,0.24,0.4
1858,0.3,0.58
1859,0.42,0.62
1860,0.48,0.64
1861,0.4,0.54
1862,0.28,0.34
1863,0.38,0.48
1864,0.36,0.44
1865,0.38,0.58
1866,0.54,0.5
1867,0.26,0.42
1868,0.3,0.56
1869,0.42,0.58
1870,0.36,0.58
1871,0.34,0.52
1872,0.4,0.72
1873,0.54,0.5
1874,0.34,0.34
1875,0.28,0.6
1876,0.3,0.54
1877,0.52,0.56
1878,0.36,0.44
1879,0.4,0.48
1880,0.28,0.62
1881,0.28,0.44
1882,0.32,0.54
1883,0.32,0.5
1884,0.32,0.44
1885,0.32,0.38
1886,0.34,0.56
1887,0.28,0.5
1888,0.34,0.58
1889,0.48,0.52
1890,0.3,0.46
1891,0.36,0.44
1892,0.3,0.64
1893,0.38,0.54
1894,0.4,0.52
1895,0.38,0.42
1896,0.32,0.46
1897,0.44,0.56
1898,0.38,0.58
1899,0.42,0.66
1900,0.44,0.48
1901,0.38,0.48
1902,0.34,0.58
1903,0.38,0.56
1904,0.34,0.5
1905,0.38,0.54
1906,0.38,0.44
1907,0.36,0.54
1908,0.38,0.5
1909,0.26,0.5
1910,0.32,0.52
1911,0.3,0.62
1912,0.44,0.38
1913,0.4,0.54
1914,0.44,0.46
1915,0.3,0.32
1916,0.44,0.44
1917,0.26,0.6
1918,0.36,0.46
1919,0.28,0.46
1920,0.34,0.38
1921,0.32,0.64
1922,0.36,0.34
1923,0.32,0.52
1924,0.34,0.38
1925,0.42,0.54
1926,0.48,0.62
1927,0.46,0.5
1928,0.36,0.54
1929,0.5,0.52
1930,0.38,0.4
1931,0.26,0.64
1932,0.42,0.56
1933,0.38,0.62
1934,0.44,0.52
1935,0.44,0.44
1936,0.46,0.5
1937,0.48,0.56
1938,0.56,0.44
1939,0.36,0.46
1940,0.48,0.56
1941,0.48,0.54
1942,0.48,0.58
1943,0.54,0.5
1944,0.38,0.6
1945,0.3,0.46
1946,0.38,0.5
1947,0.52,0.5
1948,0.28,0.44
1949,0.36,0.52
1950,0.46,0.54
1951,0.38,0.4
1952,0.44,0.6
1953,0.38,0.5
1954,0.36,0.52
1955,0.48,0.44
1956,0.36,0.52
1957,0.5,0.42
1958,0.28,0.56
1959,0.42,0.6
1960,0.28,0.54
1961,0.32,0.5
1962,0.32,0.6
1963,0.32,0.56
1964,0.46,0.42
1965,0.32,0.46
1966,0.52,0.46
1967,0.38,0.5
1968,0.46,0.38
1969,0.5,0.42
1970,0.44,0.44
1971,0.44,0.52
1972,0.46,0.52
1973,0.44,0.6
1974,0.36,0.38
1975,0.4,0.4
1976,0.36,0.52
1977,0.28,0.5
1978,0.34,0.48
1979,0.44,0.64
1980,0.36,0.54
1981,0.44,0.4
1982,0.2,0.64
1983,0.48,0.6
1984,0.42,0.56
1985,0.4,0.44
1986,0.32,0.44
1987,0.46,0.42
1988,0.44,0.5
1989,0.4,0.54
1990,0.32,0.46
1991,0.34,0.54
1992,0.4,0.6
1993,0.36,0.48
1994,0.36,0.42
1995,0.44,0.52
1996,0.4,0.58
1997,0.34,0.6
1998,0.38,0.58
1999,0.38,0.48
2000,0.46,0.54
2001,0.44,0.52
2002,0.42,0.36
2003,0.42,0.44
2004,0.38,0.46
2005,0.4,0.56
2006,0.44,0.54
2007,0.46,0.54
2008,0.4,0.48
2009,0.4,0.5
2010,0.44,0.54
2011,0.32,0.52
2012,0.22,0.4
2013,0.36,0.48
2014,0.4,0.48
2015,0.44,0.4
2016,0.4,0.42
2017,0.3,0.62
2018,0.48,0.48
2019,0.44,0.58
2020,0.44,0.4
2021,0.38,0.44
2022,0.44,0.58
2023,0.36,0.44
2024,0.28,0.44
2025,0.3,0.44
2026,0.32,0.46
2027,0.4,0.46
2028,0.4,0.56
2029,0.48,0.46
2030,0.38,0.52
2031,0.26,0.4
2032,0.42,0.44
2033,0.34,0.52
2034,0.3,0.54
2035,0.4,0.46
2036,0.36,0.54
2037,0.32,0.46
2038,0.44,0.48
2039,0.32,0.5
2040,0.42,0.5
2041,0.36,0.58
2042,0.3,0.48
2043,0.36,0.4
2044,0.36,0.46
2045,0.34,0.44
2046,0.44,0.48
2047,0.44,0.64
2048,0.38,0.48
2049,0.34,0.58
2050,0.36,0.5
2051,0.4,0.36
2052,0.38,0.46
2053,0.36,0.52
2054,0.3,0.52
2055,0.42,0.46
2056,0.32,0.4
2057,0.36,0.48
2058,0.42,0.48
2059,0.38,0.44
2060,0.26,0.5
2061,0.42,0.6
2062,0.38,0.38
2063,0.44,0.48
2064,0.4,0.3
2065,0.46,0.38
2066,0.46,0.46
2067,0.36,0.52
2068,0.28,0.46
2069,0.34,0.42
2070,0.4,0.62
2071,0.46,0.54
2072,0.36,0.5
2073,0.38,0.52
2074,0.32,0.54
2075,0.4,0.56
2076,0.22,0.62
2077,0.4,0.48
2078,0.32,0.6
2079,0.28,0.5
2080,0.24,0.5
2081,0.2,0.52
2082,0.24,0.48
2083,0.36,0.5
2084,0.52,0.5
2085,0.48,0.58
2086,0.3,0.58
2087,0.34,0.44
2088,0.34,0.4
2089,0.34,0.38
2090,0.32,0.34
2091,0.36,0.48
2092,0.34,0.58
2093,0.36,0.5
2094,0.36,0.62
2095,0.38,0.34
2096,0.42,0.36
2097,0.36,0.5
2098,0.34,0.54
2099,0.36,0.56
2100,0.5,0.58
2101,0.3,0.7
2102,0.4,0.44
2103,0.36,0.46
2104,0.46,0.54
2105,0.46,0.46
2106,0.34,0.46
2107,0.46,0.46
2108,0.26,0.6
2109,0.42,0.48
2110,0.42,0.54
2111,0.34,0.44
2112,0.5,0.48
2113,0.3,0.5
2114,0.4,0.52
2115,0.44,0.58
2116,0.44,0.3
2117,0.36,0.5
2118,0.32,0.48
2119,0.4,0.56
2120,0.34,0.38
2121,0.4,0.5
2122,0.24,0.58
2123,0.42,0.26
2124,0.48,0.5
2125,0.38,0.54
2126,0.36,0.56
2127,0.4,0.4
2128,0.34,0.44
2129,0.3,0.64
2130,0.32,0.5
2131,0.36,0.58
2132,0.44,0.68
2133,0.4,0.54
2134,0.44,0.48
2135,0.24,0.6
2136,0.36,0.7
2137,0.34,0.5
2138,0.38,0.48
2139,0.32,0.4
2140,0.36,0.52
2141,0.44,0.44
2142,0.4,0.42
2143,0.42,0.5
2144,0.3,0.52
2145,0.42,0.6
2146,0.5,0.44
2147,0.38,0.38
2148,0.32,0.62
2149,0.4,0.34
2150,0.24,0.44
2151,0.42,0.5
2152,0.36,0.66
2153,0.3,0.6
2154,0.42,0.44
2155,0.36,0.44
2156,0.36,0.5
2157,0.46,0.54
2158,0.36,0.52
2159,0.34,0.5
2160,0.34,0.44
2161,0.48,0.46
2162,0.36,0.46
2163,0.42,0.58
2164,0.46,0.66
2165,0.28,0.54
2166,0.34,0.58
2167,0.34,0.48
2168,0.32,0.44
2169,0.36,0.56
2170,0.36,0.64
2171,0.38,0.48
2172,0.52,0.4
2173,0.52,0.42
2174,0.44,0.42
2175,0.22,0.64
2176,0.38,0.48
2177,0.36,0.38
2178,0.48,0.56
2179,0.5,0.38
2180,0.44,0.56
2181,0.34,0.54
2182,0.34,0.64
2183,0.36,0.52
2184,0.28,0.44
2185,0.48,0.56
2186,0.32,0.54
2187,0.22,0.54
2188,0.48,0.46
2189,0.34,0.34
2190,0.36,0.54
2191,0.48,0.64
2192,0.28,0.5
2193,0.4,0.52
2194,0.28,0.54
2195,0.38,0.52
2196,0.44,0.46
2197,0.32,0.46
2198,0.34,0.48
2199,0.36,0.48
2200,0.34,0.6
2201,0.5,0.48
2202,0.34,0.5
2203,0.4,0.6
2204,0.38,0.5
2205,0.38,0.34
2206,0.36,0.64
2207,0.46,0.5
2208,0.26,0.64
2209,0.54,0.44
2210,0.38,0.46
2211,0.44,0.48
2212,0.3,0.44
2213,0.46,0.56
2214,0.48,0.52
2215,0.36,0.44
2216,0.3,0.46
2217,0.42,0.44
2218,0.32,0.42
2219,0.3,0.52
2220,0.38,0.46
2221,0.44,0.58
2222,0.3,0.48
2223,0.46,0.44
2224,0.36,0.42
2225,0.36,0.38
2226,0.42,0.58
2227,0.36,0.48
2228,0.3,0.38
2229,0.4,0.56
2230,0.42,0.48
2231,0.32,0.6
2232,0.38,0.52
2233,0.32,0.62
2234,0.42,0.56
2235,0.32,0.58
2236,0.28,0.4
2237,0.42,0.48
2238,0.28,0.54
2239,0.24,0.58
2240,0.38,0.44
2241,0.3,0.44
2242,0.42,0.48
2243,0.3,0.5
2244,0.36,0.56
2245,0.44,0.36
2246,0.32,0.54
2247,0.3,0.44
2248,0.38,0.46
2249,0.32,0.6
2250,0.4,0.46
2251,0.3,0.4
2252,0.48,0.38
2253,0.26,0.42
2254,0.54,0.58
2255,0.4,0.46
2256,0.32,0.54
2257,0.42,0.56
2258,0.44,0.56
2259,0.4,0.54
2260,0.38,0.5
2261,0.46,0.56
2262,0.36,0.6
2263,0.44,0.5
2264,0.3,0.6
2265,0.42,0.46
2266,0.3,0.46
2267,0.34,0.48
2268,0.36,0.54
2269,0.34,0.52
2270,0.42,0.42
2271,0.42,0.32
2272,0.36,0.38
2273,0.28,0.36
2274,0.44,0.5
2275,0.34,0.52
2276,0.3,0.52
2277,0.34,0.5
2278,0.34,0.62
2279,0.38,0.56
2280,0.46,0.52
2281,0.48,0.52
2282,0.32,0.46
2283,0.32,0.38
2284,0.32,0.54
2285,0.44,0.54
2286,0.3,0.48
2287,0.42,0.4
2288,0.44,0.5
2289,0.28,0.54
2290,0.3,0.66
2291,0.46,0.56
2292,0.28,0.38
2293,0.3,0.42
2294,0.24,0.5
2295,0.38,0.5
2296,0.24,0.34
2297,0.3,0.54
2298,0.4,0.46
2299,0.34,0.62
2300,0.48,0.34
2301,0.28,0.42
2302,0.32,0.6
2303,0.32,0.48
2304,0.36,0.48
2305,0.46,0.42
2306,0.26,0.4
2307,0.58,0.6
2308,0.4,0.26
2309,0.44,0.5
2310,0.4,0.48
2311,0.52,0.54
2312,0.3,0.36
2313,0.6,0.4
2314,0.36,0.44
2315,0.26,0.54
2316,0.32,0.58
2317,0.4,0.38
2318,0.36,0.6
2319,0.4,0.46
2320,0.38,0.48
2321,0.38,0.62
2322,0.52,0.54
2323,0.4,0.56
2324,0.4,0.4
2325,0.36,0.46
2326,0.44,0.48
2327,0.32,0.5
2328,0.36,0.66
2329,0.5,0.56
2330,0.22,0.52
2331,0.42,0.38
2332,0.46,0.5
2333,0.4,0.52
2334,0.46,0.48
2335,0.48,0.64
2336,0.26,0.46
2337,0.44,0.52
2338,0.38,0.52
2339,0.5,0.56
2340,0.4,0.48
2341,0.3,0.62
2342,0.3,0.6
2343,0.4,0.56
2344,0.4,0.54
2345,0.38,0.52
2346,0.24,0.46
2347,0.36,0.44
2348,0.3,0.48
2349,0.22,0.52
2350,0.26,0.54
2351,0.3,0.6
2352,0.28,0.62
2353,0.46,0.5
2354,0.4,0.52
2355,0.16,0.5
2356,0.48,0.3
2357,0.42,0.52
2358,0.4,0.56
2359,0.26,0.52
2360,0.3,0.48
2361,0.4,0.5
2362,0.24,0.54
2363,0.38,0.48
2364,0.34,0.56
2365,0.36,0.48
2366,0.4,0.56
2367,0.34,0.5
2368,0.5,0.62
2369,0.42,0.44
2370,0.44,0.64
2371,0.42,0.44
2372,0.34,0.58
2373,0.52,0.52
2374,0.48,0.46
2375,0.36,0.42
2376,0.32,0.54
2377,0.36,0.56
2378,0.4,0.46
2379,0.36,0.44
2380,0.48,0.54
2381,0.34,0.5
2382,0.28,0.44
2383,0.38,0.48
2384,0.36,0.52
2385,0.28,0.46
2386,0.46,0.52
2387,0.44,0.54
2388,0.32,0.38
2389,0.32,0.46
2390,0.36,0.5
2391,0.38,0.56
2392,0.4,0.48
2393,0.46,0.52
2394,0.46,0.56
2395,0.34,0.6
2396,0.4,0.52
2397,0.5,0.42
2398,0.32,0.5
2399,0.34,0.54
2400,0.28,0.52
2401,0.48,0.5
2402,0.42,0.44
2403,0.38,0.48
2404,0.42,0.54
2405,0.36,0.44
2406,0.4,0.36
2407,0.46,0.46
2408,0.3,0.5
2409,0.42,0.5
2410,0.28,0.64
2411,0.22,0.5
2412,0.38,0.48
2413,0.34,0.62
2414,0.48,0.5
2415,0.38,0.48
2416,0.36,0.38
2417,0.36,0.54
2418,0.5,0.54
2419,0.44,0.44
2420,0.3,0.46
2421,0.3,0.56
2422,0.46,0.52
2423,0.5,0.4
2424,0.4,0.5
2425,0.32,0.48
2426,0.36,0.58
2427,0.44,0.52
2428,0.3,0.44
2429,0.36,0.52
2430,0.3,0.42
2431,0.34,0.42
2432,0.44,0.54
2433,0.42,0.66
2434,0.38,0.6
2435,0.28,0.48
2436,0.3,0.44
2437,0.54,0.58
2438,0.36,0.44
2439,0.34,0.42
2440,0.3,0.34
2441,0.4,0.42
2442,0.4,0.52
2443,0.42,0.36
2444,0.3,0.5
2445,0.28,0.4
2446,0.36,0.42
2447,0.28,0.46
2448,0.36,0.48
2449,0.34,0.48
2450,0.36,0.48
2451,0.32,0.56
2452,0.46,0.58
2453,0.42,0.54
2454,0.36,0.44
2455,0.38,0.52
2456,0.24,0.48
2457,0.28,0.56
2458,0.36,0.64
2459,0.32,0.44
2460,0.42,0.52
2461,0.32,0.44
2462,0.32,0.5
2463,0.32,0.52
2464,0.36,0.52
2465,0.4,0.48
2466,0.38,0.54
2467,0.48,0.46
2468,0.3,0.46
2469,0.34,0.52
2470,0.38,0.5
2471,0.46,0.42
2472,0.42,0.48
2473,0.4,0.42
2474,0.4,0.56
2475,0.52,0.48
2476,0.34,0.4
2477,0.28,0.48
2478,0.34,0.5
2479,0.46,0.48
2480,0.32,0.44
2481,0.3,0.46
2482,0.4,0.48
2483,0.36,0.3
2484,0.24,0.5
2485,0.5,0.58
2486,0.44,0.58
2487,0.46,0.44
2488,0.32,0.52
2489,0.36,0.5
2490,0.44,0.36
2491,0.32,0.48
2492,0.4,0.52
2493,0.34,0.5
2494,0.36,0.56
2495,0.22,0.44
2496,0.32,0.48
2497,0.44,0.54
2498,0.34,0.54
2499,0.36,0.54
2500,0.32,0.46
2501,0.4,0.42
2502,0.38,0.5
2503,0.4,0.54
2504,0.54,0.5
2505,0.42,0.48
2506,0.36,0.48
2507,0.4,0.5
2508,0.26,0.52
2509,0.3,0.56
2510,0.36,0.46
2511,0.32,0.44
2512,0.44,0.44
2513,0.36,0.52
2514,0.4,0.38
2515,0.36,0.52
2516,0.4,0.6
2517,0.36,0.48
2518,0.28,0.62
2519,0.4,0.62
2520,0.36,0.46
2521,0.44,0.48
2522,0.34,0.5
2523,0.46,0.6
2524,0.4,0.58
2525,0.56,0.52
2526,0.56,0.44
2527,0.36,0.56
2528,0.38,0.38
2529,0.26,0.52
2530,0.42,0.68
2531,0.36,0.42
2532,0.34,0.46
2533,0.5,0.38
2534,0.34,0.38
2535,0.34,0.6
2536,0.4,0.6
2537,0.26,0.66
2538,0.38,0.54
2539,0.36,0.54
2540,0.38,0.34
2541,0.38,0.58
2542,0.3,0.58
2543,0.34,0.52
2544,0.26,0.44
2545,0.26,0.44
2546,0.4,0.52
2547,0.32,0.44
2548,0.52,0.54
2549,0.36,0.52
2550,0.32,0.56
2551,0.34,0.56
2552,0.42,0.48
2553,0.38,0.48
2554,0.4,0.5
2555,0.46,0.54
2556,0.46,0.4
2557,0.4,0.46
2558,0.48,0.56
2559,0.24,0.52
2560,0.38,0.6
2561,0.34,0.36
2562,0.4,0.48
2563,0.4,0.46
2564,0.32,0.5
2565,0.2,0.4
2566,0.4,0.5
2567,0.38,0.62
2568,0.36,0.58
2569,0.3,0.46
2570,0.3,0.64
2571,0.24,0.36
2572,0.48,0.42
2573,0.46,0.56
2574,0.3,0.52
2575,0.32,0.6
2576,0.36,0.54
2577,0.46,0.44
2578,0.34,0.58
2579,0.42,0.54
2580,0.22,0.38
2581,0.28,0.44
2582,0.3,0.58
2583,0.32,0.58
2584,0.32,0.68
2585,0.52,0.52
2586,0.4,0.52
2587,0.52,0.62
2588,0.56,0.48
2589,0.28,0.38
2590,0.3,0.58
2591,0.3,0.4
2592,0.4,0.5
2593,0.32,0.46
2594,0.28,0.48
2595,0.4,0.46
2596,0.34,0.56
2597,0.28,0.52
2598,0.26,0.5
2599,0.38,0.56
2600,0.26,0.4
2601,0.44,0.62
2602,0.38,0.62
2603,0.34,0.52
2604,0.36,0.46
2605,0.38,0.42
2606,0.32,0.56
2607,0.32,0.42
2608,0.18,0.5
2609,0.3,0.52
2610,0.42,0.52
2611,0.5,0.54
2612,0.36,0.46
2613,0.44,0.52
2614,0.42,0.56
2615,0.34,0.46
2616,0.38,0.5
2617,0.28,0.42
2618,0.38,0.62
2619,0.26,0.58
2620,0.4,0.52
2621,0.34,0.58
2622,0.44,0.5
2623,0.38,0.54
2624,0.44,0.54
2625,0.34,0.5
2626,0.56,0.44
2627,0.24,0.62
2628,0.44,0.54
2629,0.38,0.5
2630,0.46,0.44
2631,0.38,0.48
